#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
5695000      1.45e-01    2.91e-02      2.10e-02    3.82e-05      1.28e-01    2.88e-02    2.5e-08
5696000      1.28e-01    2.06e-02      2.01e-02    7.71e-04      8.67e-02    1.94e-02    2.5e-08
5697000      2.97e-01    1.26e-01      5.77e-02    5.39e-03      1.63e-01    1.23e-01    2.5e-08
5698000      1.03e-01    2.08e-01      8.22e-03    4.55e-02      9.57e-02    7.70e-02    2.5e-08
5699000      9.74e-02    3.66e-02      1.07e-02    1.14e-03      6.53e-02    3.49e-02    2.5e-08
5700000      8.53e-02    9.46e-02      1.77e-02    1.48e-02      5.81e-02    6.36e-02    2.5e-08
5701000      7.70e-02    8.07e-02      1.26e-02    3.87e-03      4.41e-02    7.31e-02    2.5e-08
5702000      9.07e-02    2.44e-02      1.30e-02    1.32e-03      3.60e-02    2.16e-02    2.5e-08
5703000      5.96e-02    6.57e-02      6.01e-03    2.36e-03      5.25e-02    6.37e-02    2.5e-08
5704000      1.83e-01    2.61e-02      3.41e-02    1.21e-03      9.24e-02    2.38e-02    2.5e-08
5705000      8.09e-02    3.12e-01      7.77e-03    3.31e-02      6.88e-02    2.98e-01    2.5e-08
5706000      5.25e-02    7.94e-02      5.73e-03    4.42e-03      4.08e-02    6.93e-02    2.5e-08
5707000      7.97e-02    4.67e-02      7.31e-03    1.84e-03      7.31e-02    4.36e-02    2.5e-08
5708000      7.24e-02    1.11e-01      4.43e-03    2.15e-02      6.63e-02    6.28e-02    2.5e-08
5709000      1.23e-01    5.09e-02      1.16e-02    1.60e-03      1.01e-01    4.96e-02    2.5e-08
5710000      3.40e-02    2.05e-02      2.44e-03    2.65e-04      2.87e-02    2.02e-02    2.5e-08
5711000      3.74e-01    6.84e-02      1.06e-01    4.90e-03      2.50e-01    5.45e-02    2.5e-08
5712000      8.27e-02    2.72e-02      1.12e-02    2.68e-04      5.81e-02    2.68e-02    2.5e-08
5713000      8.98e-02    6.52e-02      9.54e-03    8.31e-03      7.49e-02    4.97e-02    2.5e-08
5714000      1.05e-01    2.58e-02      1.96e-02    2.40e-03      8.40e-02    1.67e-02    2.5e-08
5715000      2.40e-01    3.06e-01      3.89e-02    3.35e-02      1.76e-01    2.91e-01    2.4e-08
5716000      7.03e-02    1.39e-01      1.91e-03    2.14e-02      6.80e-02    1.20e-01    2.4e-08
5717000      8.25e-02    4.84e-02      7.90e-03    4.15e-03      6.34e-02    3.39e-02    2.4e-08
5718000      2.07e-01    2.24e-02      4.15e-02    6.86e-04      1.13e-01    2.14e-02    2.4e-08
5719000      1.02e-01    2.39e-02      8.93e-03    7.19e-04      9.29e-02    2.29e-02    2.4e-08
5720000      1.50e-01    1.08e-01      4.23e-02    4.07e-02      1.00e-01    5.68e-02    2.4e-08
5721000      1.21e-01    1.76e-01      2.92e-02    3.79e-02      8.02e-02    2.58e-02    2.4e-08
5722000      5.28e-02    3.11e-01      5.20e-03    2.58e-02      4.43e-02    3.01e-01    2.4e-08
5723000      7.04e-02    1.33e-01      4.28e-03    4.73e-03      6.60e-02    1.30e-01    2.4e-08
5724000      8.73e-02    2.17e-02      7.78e-03    3.10e-04      7.79e-02    2.13e-02    2.4e-08
5725000      5.32e-02    1.70e-01      5.90e-03    3.80e-02      4.43e-02    1.19e-01    2.4e-08
5726000      5.03e-02    4.88e-02      5.03e-03    4.50e-03      4.14e-02    3.14e-02    2.4e-08
5727000      7.89e-02    6.32e-02      1.34e-02    2.01e-03      5.57e-02    6.16e-02    2.4e-08
5728000      1.19e-01    5.43e-02      2.45e-02    3.03e-03      7.78e-02    4.75e-02    2.4e-08
5729000      6.80e-02    2.32e-02      9.14e-03    2.84e-04      5.67e-02    2.28e-02    2.4e-08
5730000      3.38e-02    3.96e-01      7.75e-04    1.39e-01      3.31e-02    1.46e-01    2.4e-08
5731000      6.87e-02    7.97e-02      4.34e-03    5.32e-03      6.28e-02    6.57e-02    2.4e-08
5732000      1.23e-01    2.66e-01      4.12e-02    5.84e-02      5.92e-02    1.98e-01    2.4e-08
5733000      2.43e-01    2.08e-02      4.66e-02    2.21e-04      1.65e-01    2.05e-02    2.4e-08
5734000      3.99e-02    6.88e-02      2.96e-03    4.94e-03      3.66e-02    6.25e-02    2.4e-08
5735000      7.70e-02    2.59e-02      1.90e-02    6.67e-04      3.90e-02    2.51e-02    2.4e-08
5736000      6.77e-02    4.82e-02      6.66e-03    4.80e-03      6.21e-02    2.59e-02    2.4e-08
5737000      7.31e-02    1.93e-01      7.88e-03    5.63e-02      5.03e-02    1.34e-01    2.4e-08
5738000      5.69e-02    2.32e-01      6.77e-03    2.40e-02      4.95e-02    2.18e-01    2.4e-08
5739000      9.25e-02    1.83e-02      6.74e-03    1.37e-03      8.78e-02    1.44e-02    2.4e-08
5740000      8.00e-02    5.06e-02      7.14e-03    1.13e-03      6.97e-02    4.92e-02    2.3e-08
5741000      2.00e-01    2.63e-02      5.09e-02    7.29e-04      1.50e-01    2.54e-02    2.3e-08
5742000      7.28e-02    1.46e-01      4.98e-03    3.28e-02      6.61e-02    1.02e-01    2.3e-08
5743000      1.75e-01    2.71e-01      3.08e-02    7.23e-02      1.18e-01    1.76e-01    2.3e-08
5744000      4.23e-02    2.42e-02      6.82e-03    9.70e-04      3.26e-02    2.26e-02    2.3e-08
5745000      6.58e-02    4.20e-02      6.74e-03    1.59e-03      4.91e-02    3.94e-02    2.3e-08
5746000      1.14e-01    1.85e-02      1.64e-02    4.42e-04      8.90e-02    1.79e-02    2.3e-08
5747000      1.39e-01    5.20e-02      1.40e-02    8.63e-03      1.20e-01    3.55e-02    2.3e-08
5748000      7.41e-02    2.42e-01      1.09e-02    5.80e-02      4.40e-02    2.02e-01    2.3e-08
5749000      1.02e-01    3.33e-01      1.39e-02    9.79e-02      6.29e-02    1.83e-01    2.3e-08
5750000      1.74e-01    2.14e-02      2.78e-02    1.47e-04      1.48e-01    2.12e-02    2.3e-08
5751000      5.86e-02    1.66e-01      4.15e-03    3.18e-02      5.05e-02    6.43e-02    2.3e-08
5752000      4.84e-02    1.72e-01      7.06e-03    4.60e-02      4.01e-02    1.01e-01    2.3e-08
5753000      1.94e-01    2.64e-01      4.16e-02    1.61e-02      1.21e-01    2.58e-01    2.3e-08
5754000      3.40e-01    4.16e-01      8.56e-02    1.12e-01      2.19e-01    2.42e-01    2.3e-08
5755000      4.50e-02    2.34e-02      7.00e-04    2.85e-04      4.41e-02    2.30e-02    2.3e-08
5756000      7.74e-02    7.83e-02      9.96e-03    4.29e-03      6.02e-02    6.86e-02    2.3e-08
5757000      1.00e-01    3.60e-01      1.43e-02    9.27e-02      7.53e-02    2.07e-01    2.3e-08
5758000      2.31e-01    2.45e-02      4.00e-02    6.55e-04      1.68e-01    2.36e-02    2.3e-08
5759000      6.16e-02    2.26e-01      7.13e-03    8.46e-02      5.57e-02    1.23e-01    2.3e-08
5760000      7.09e-02    8.16e-02      9.15e-03    6.22e-03      4.94e-02    7.38e-02    2.3e-08
5761000      1.84e-01    9.73e-02      3.27e-02    2.47e-04      1.16e-01    9.62e-02    2.3e-08
5762000      7.17e-02    1.97e-02      1.46e-02    2.14e-04      5.05e-02    1.94e-02    2.3e-08
5763000      1.53e-01    4.93e-02      3.24e-02    4.37e-03      1.09e-01    3.33e-02    2.3e-08
5764000      1.08e-01    1.68e-01      2.03e-02    2.03e-02      7.24e-02    1.52e-01    2.3e-08
5765000      6.09e-02    6.84e-02      4.30e-03    4.05e-03      4.65e-02    6.46e-02    2.2e-08
5766000      5.77e-02    2.54e-01      3.69e-03    5.93e-02      5.23e-02    3.52e-02    2.2e-08
5767000      6.90e-02    2.20e-02      1.34e-02    1.02e-03      5.33e-02    2.01e-02    2.2e-08
5768000      8.93e-02    2.74e-02      1.95e-02    1.39e-03      5.92e-02    2.47e-02    2.2e-08
5769000      1.03e-01    1.86e-01      1.79e-02    6.72e-03      6.70e-02    1.83e-01    2.2e-08
5770000      1.30e-01    5.11e-02      1.75e-02    5.67e-03      1.09e-01    2.19e-02    2.2e-08
5771000      6.25e-02    1.83e-01      7.24e-03    6.83e-02      5.00e-02    9.89e-02    2.2e-08
5772000      8.72e-02    5.24e-01      1.45e-02    1.54e-01      6.38e-02    1.91e-01    2.2e-08
5773000      5.12e-02    5.01e-02      1.16e-02    2.62e-03      3.74e-02    4.44e-02    2.2e-08
5774000      4.20e-02    2.70e-01      4.09e-03    1.12e-02      3.72e-02    2.64e-01    2.2e-08
5775000      9.01e-02    6.17e-02      2.08e-02    1.87e-03      3.80e-02    6.02e-02    2.2e-08
5776000      3.75e-02    2.15e-01      1.40e-03    4.85e-02      3.52e-02    1.57e-01    2.2e-08
5777000      5.54e-02    4.03e-02      3.99e-03    1.55e-03      4.94e-02    3.77e-02    2.2e-08
5778000      1.42e-01    1.85e-01      1.70e-02    4.39e-02      1.03e-01    1.20e-01    2.2e-08
5779000      9.78e-02    1.40e-01      1.54e-02    2.52e-02      7.38e-02    7.86e-02    2.2e-08
5780000      1.01e-01    1.77e-01      3.20e-03    4.16e-02      9.82e-02    1.24e-01    2.2e-08
5781000      8.66e-02    1.61e-01      7.34e-03    2.19e-02      7.80e-02    1.48e-01    2.2e-08
5782000      1.49e-01    2.42e-02      1.71e-02    2.87e-04      1.36e-01    2.39e-02    2.2e-08
5783000      1.68e-01    1.79e-01      4.13e-02    3.69e-02      1.10e-01    1.35e-01    2.2e-08
5784000      8.48e-02    5.83e-02      1.08e-02    6.28e-03      5.42e-02    2.73e-02    2.2e-08
5785000      1.03e-01    1.68e-01      8.26e-03    3.34e-02      8.37e-02    3.75e-02    2.2e-08
5786000      9.71e-02    6.09e-02      1.90e-02    7.94e-03      7.28e-02    4.56e-02    2.2e-08
5787000      1.18e-01    2.87e-01      1.21e-02    7.83e-02      8.42e-02    2.25e-01    2.2e-08
5788000      3.95e-02    3.51e-02      3.42e-03    1.77e-03      3.41e-02    3.15e-02    2.2e-08
5789000      7.81e-02    1.74e-01      4.79e-03    7.86e-03      7.39e-02    1.71e-01    2.2e-08
5790000      9.54e-02    5.19e-02      1.36e-02    7.97e-03      8.51e-02    3.30e-02    2.1e-08
5791000      1.28e-01    4.91e-02      3.19e-02    4.84e-03      6.62e-02    2.70e-02    2.1e-08
5792000      2.14e-01    2.11e-01      4.43e-02    3.87e-02      1.35e-01    1.83e-01    2.1e-08
5793000      8.02e-02    8.45e-02      1.89e-02    1.24e-03      4.77e-02    8.34e-02    2.1e-08
5794000      1.09e-01    2.71e-02      1.41e-02    5.22e-04      8.67e-02    2.65e-02    2.1e-08
5795000      1.72e-01    7.89e-02      3.66e-02    8.96e-03      9.66e-02    2.75e-02    2.1e-08
5796000      4.67e-02    7.74e-02      3.68e-03    4.70e-03      4.22e-02    7.28e-02    2.1e-08
5797000      7.66e-02    5.11e-01      1.22e-02    1.25e-01      4.97e-02    4.24e-01    2.1e-08
5798000      9.10e-02    2.59e-01      1.75e-02    5.49e-02      5.52e-02    1.91e-01    2.1e-08
5799000      2.06e-01    8.66e-02      3.21e-02    1.74e-02      1.45e-01    3.77e-02    2.1e-08
5800000      6.76e-02    4.38e-02      7.52e-03    1.44e-03      4.63e-02    4.16e-02    2.1e-08
5801000      9.41e-02    6.18e-01      1.52e-02    4.56e-02      6.97e-02    6.00e-01    2.1e-08
5802000      7.43e-02    2.25e-01      7.43e-03    4.54e-03      6.44e-02    2.22e-01    2.1e-08
5803000      4.73e-02    1.82e-01      5.92e-03    1.77e-02      4.33e-02    1.73e-01    2.1e-08
5804000      1.68e-01    1.65e-01      3.37e-02    4.08e-03      1.02e-01    1.63e-01    2.1e-08
5805000      8.34e-02    2.08e-01      8.21e-03    4.74e-02      5.85e-02    2.10e-02    2.1e-08
5806000      9.86e-02    3.58e-02      9.29e-03    2.45e-04      8.74e-02    3.54e-02    2.1e-08
5807000      8.12e-02    2.18e-02      1.48e-02    6.09e-04      5.01e-02    2.10e-02    2.1e-08
5808000      1.36e-01    5.07e-02      2.48e-02    6.34e-03      8.21e-02    4.25e-02    2.1e-08
5809000      5.57e-02    1.80e-01      4.67e-03    6.69e-02      4.87e-02    9.88e-02    2.1e-08
5810000      6.02e-02    1.53e-01      9.27e-03    3.40e-02      4.77e-02    3.62e-02    2.1e-08
5811000      1.09e-01    4.80e-02      1.14e-02    2.25e-03      7.87e-02    4.37e-02    2.1e-08
5812000      6.68e-02    3.35e-02      9.01e-03    6.81e-05      4.79e-02    3.32e-02    2.1e-08
5813000      7.66e-02    3.04e-02      3.93e-03    9.49e-04      7.07e-02    2.91e-02    2.1e-08
5814000      7.75e-02    2.53e-02      1.48e-02    1.38e-03      4.20e-02    2.25e-02    2.1e-08
5815000      1.15e-01    2.56e-02      1.97e-02    2.40e-04      7.25e-02    2.53e-02    2.0e-08
5816000      1.22e-01    1.03e-01      2.44e-02    1.05e-02      6.07e-02    8.76e-02    2.0e-08
5817000      5.26e-02    1.89e-01      3.61e-03    4.22e-02      4.60e-02    1.56e-01    2.0e-08
5818000      3.67e-02    3.61e-02      1.56e-03    2.31e-03      3.51e-02    3.01e-02    2.0e-08
5819000      9.17e-02    6.59e-02      2.33e-02    9.35e-04      4.13e-02    6.48e-02    2.0e-08
5820000      1.20e-01    1.95e-01      1.52e-02    5.39e-02      8.28e-02    1.21e-01    2.0e-08
5821000      5.08e-02    2.79e-02      8.89e-03    2.00e-03      4.08e-02    2.25e-02    2.0e-08
5822000      3.79e-02    9.61e-02      4.36e-03    6.46e-03      3.35e-02    7.90e-02    2.0e-08
5823000      1.83e-01    7.18e-02      4.18e-02    3.86e-03      1.28e-01    6.36e-02    2.0e-08
5824000      4.66e-02    2.43e-02      3.08e-03    5.96e-04      4.36e-02    2.36e-02    2.0e-08
5825000      7.18e-02    2.65e-01      9.11e-03    7.14e-02      4.59e-02    1.84e-01    2.0e-08
5826000      7.43e-02    1.93e-02      5.96e-03    4.06e-04      6.34e-02    1.88e-02    2.0e-08
5827000      6.93e-02    2.12e-02      1.11e-02    3.11e-04      5.02e-02    2.08e-02    2.0e-08
5828000      5.81e-02    1.35e-01      1.18e-02    2.46e-02      3.55e-02    7.76e-02    2.0e-08
5829000      9.61e-02    1.70e-01      1.77e-02    3.45e-02      6.76e-02    7.04e-02    2.0e-08
5830000      2.74e-01    2.11e-01      5.55e-02    4.35e-02      2.13e-01    1.80e-01    2.0e-08
5831000      9.27e-02    1.13e-01      1.19e-02    1.14e-02      7.64e-02    9.57e-02    2.0e-08
5832000      1.00e-01    4.17e-02      6.38e-03    4.28e-04      7.94e-02    4.12e-02    2.0e-08
5833000      6.43e-02    7.51e-02      5.11e-03    3.62e-03      5.80e-02    6.81e-02    2.0e-08
5834000      1.02e-01    1.58e-01      9.61e-03    2.71e-03      8.14e-02    1.56e-01    2.0e-08
5835000      5.41e-02    4.61e-02      5.53e-03    5.00e-03      4.68e-02    2.16e-02    2.0e-08
5836000      1.29e-01    2.59e-02      1.93e-02    2.41e-03      7.89e-02    1.68e-02    2.0e-08
5837000      1.70e-01    2.25e-02      3.88e-02    1.88e-03      7.56e-02    1.64e-02    2.0e-08
5838000      5.88e-02    2.66e-02      7.02e-03    1.29e-04      4.26e-02    2.63e-02    2.0e-08
5839000      9.02e-02    2.31e-02      1.79e-02    7.42e-04      6.11e-02    2.21e-02    2.0e-08
5840000      8.88e-02    6.49e-02      1.48e-02    3.01e-03      5.96e-02    6.27e-02    1.9e-08
5841000      8.91e-02    1.02e-01      8.45e-03    3.26e-03      6.60e-02    9.78e-02    1.9e-08
5842000      6.09e-02    1.22e-01      7.36e-03    8.89e-03      5.40e-02    1.18e-01    1.9e-08
5843000      4.22e-01    1.18e-01      8.52e-02    2.54e-02      2.73e-01    1.46e-02    1.9e-08
5844000      4.28e-02    1.84e-01      6.21e-03    3.79e-02      3.28e-02    7.03e-02    1.9e-08
5845000      8.54e-02    2.67e-02      6.63e-03    8.35e-04      7.11e-02    2.56e-02    1.9e-08
5846000      3.69e-02    2.18e-01      3.17e-03    5.98e-02      3.07e-02    1.36e-01    1.9e-08
5847000      4.60e-02    2.71e-01      5.10e-03    7.60e-02      3.91e-02    1.96e-01    1.9e-08
5848000      1.52e-01    2.54e-02      1.97e-02    9.42e-04      1.34e-01    2.39e-02    1.9e-08
5849000      1.21e-01    2.42e-02      1.72e-02    5.39e-03      1.02e-01    7.84e-03    1.9e-08
5850000      6.41e-02    1.43e-01      1.38e-02    1.18e-02      4.41e-02    1.35e-01    1.9e-08
5851000      1.29e-01    1.31e-01      1.42e-02    5.79e-03      8.89e-02    1.26e-01    1.9e-08
5852000      8.30e-02    4.01e-02      1.03e-02    2.16e-03      5.79e-02    3.54e-02    1.9e-08
5853000      8.32e-02    7.93e-02      5.85e-03    5.09e-03      7.78e-02    6.64e-02    1.9e-08
5854000      1.03e-01    4.26e-02      1.32e-02    2.85e-03      8.31e-02    3.96e-02    1.9e-08
5855000      1.62e-01    2.84e-02      3.59e-02    1.60e-04      8.30e-02    2.81e-02    1.9e-08
5856000      4.83e-02    4.78e-02      8.66e-03    1.39e-03      3.55e-02    4.59e-02    1.9e-08
5857000      6.48e-02    2.46e-02      1.10e-02    9.11e-04      5.10e-02    2.33e-02    1.9e-08
5858000      4.81e-02    3.11e-02      2.95e-03    2.80e-04      4.19e-02    3.07e-02    1.9e-08
5859000      7.23e-02    2.82e-02      9.57e-03    1.04e-03      5.79e-02    2.66e-02    1.9e-08
5860000      4.72e-02    1.74e-01      8.13e-03    3.53e-02      3.82e-02    8.80e-02    1.9e-08
5861000      2.81e-01    5.46e-02      4.05e-02    1.94e-03      2.29e-01    5.17e-02    1.9e-08
5862000      1.30e-01    9.69e-02      1.73e-02    5.14e-03      1.15e-01    8.62e-02    1.9e-08
5863000      1.00e-01    5.73e-02      1.14e-02    6.20e-03      8.65e-02    2.65e-02    1.9e-08
5864000      9.20e-02    2.01e-02      1.09e-02    9.47e-04      6.32e-02    1.84e-02    1.9e-08
5865000      9.95e-02    4.00e-02      1.14e-02    1.16e-03      8.11e-02    3.85e-02    1.9e-08
5866000      6.29e-02    5.70e-02      6.83e-03    1.27e-03      5.43e-02    5.55e-02    1.9e-08
5867000      8.36e-02    2.20e-01      1.50e-02    3.83e-02      6.51e-02    1.97e-01    1.9e-08
5868000      4.06e-02    5.74e-02      1.79e-03    2.82e-03      3.88e-02    5.19e-02    1.9e-08
5869000      4.87e-02    4.38e-02      6.09e-03    2.47e-03      3.22e-02    3.84e-02    1.9e-08
5870000      1.06e-01    1.12e-01      1.76e-02    2.19e-02      7.45e-02    3.40e-02    1.8e-08
5871000      7.53e-02    7.81e-02      1.21e-02    8.59e-03      6.41e-02    3.24e-02    1.8e-08
5872000      1.04e-01    8.29e-02      6.09e-03    2.23e-02      1.01e-01    6.92e-02    1.8e-08
5873000      7.34e-02    2.37e-01      1.56e-02    9.69e-03      4.73e-02    2.33e-01    1.8e-08
5874000      1.48e-01    5.91e-02      3.44e-02    4.67e-03      6.61e-02    4.44e-02    1.8e-08
5875000      4.94e-02    2.40e-02      4.28e-03    7.45e-04      4.15e-02    2.30e-02    1.8e-08
5876000      4.83e-02    2.46e-01      4.54e-03    2.05e-02      4.19e-02    2.25e-01    1.8e-08
5877000      5.43e-02    1.78e-01      6.99e-03    4.28e-02      4.66e-02    1.29e-01    1.8e-08
5878000      3.79e-02    2.98e-02      5.27e-03    3.32e-04      3.23e-02    2.94e-02    1.8e-08
5879000      1.63e-01    6.28e-02      3.20e-02    5.59e-04      1.03e-01    6.21e-02    1.8e-08
5880000      1.16e-01    1.00e-01      1.80e-02    2.28e-02      8.63e-02    6.50e-02    1.8e-08
5881000      9.54e-02    1.42e-01      7.25e-03    1.41e-02      7.63e-02    1.36e-01    1.8e-08
5882000      1.03e-01    4.71e-02      1.93e-02    5.07e-03      7.71e-02    2.26e-02    1.8e-08
5883000      4.77e-02    4.85e-02      1.49e-03    1.62e-03      4.65e-02    4.62e-02    1.8e-08
5884000      1.07e-01    1.92e-02      1.28e-02    1.21e-03      9.20e-02    1.64e-02    1.8e-08
5885000      5.90e-02    2.80e-02      4.84e-03    1.50e-04      5.26e-02    2.77e-02    1.8e-08
5886000      3.58e-02    3.15e-02      3.67e-03    1.61e-03      3.28e-02    2.84e-02    1.8e-08
5887000      1.36e-01    6.72e-02      3.57e-02    9.60e-03      7.68e-02    4.85e-02    1.8e-08
5888000      6.78e-02    8.48e-02      1.51e-02    2.05e-03      4.27e-02    8.34e-02    1.8e-08
5889000      5.27e-02    2.76e-02      4.15e-03    6.34e-04      4.65e-02    2.69e-02    1.8e-08
5890000      9.47e-02    2.56e-01      2.04e-02    8.20e-02      5.85e-02    1.77e-01    1.8e-08
5891000      3.71e-02    2.67e-02      3.28e-03    1.81e-03      3.26e-02    2.21e-02    1.8e-08
5892000      6.13e-02    3.39e-02      1.15e-02    3.68e-04      4.66e-02    3.35e-02    1.8e-08
5893000      9.81e-02    1.44e-01      2.17e-02    2.59e-02      5.74e-02    6.72e-02    1.8e-08
5894000      8.01e-02    2.17e-01      1.17e-02    5.69e-03      5.08e-02    2.14e-01    1.8e-08
5895000      6.95e-02    2.69e-02      1.17e-02    5.07e-04      5.01e-02    2.64e-02    1.8e-08
5896000      8.42e-02    3.02e-02      7.43e-03    9.49e-05      7.85e-02    3.00e-02    1.8e-08
5897000      6.72e-02    6.20e-02      8.73e-03    3.56e-03      5.51e-02    5.86e-02    1.8e-08
5898000      5.13e-02    2.74e-02      8.64e-03    1.56e-04      3.59e-02    2.71e-02    1.8e-08
5899000      7.90e-02    2.00e-01      1.39e-02    2.63e-02      4.48e-02    1.88e-01    1.8e-08
5900000      9.73e-02    4.61e-02      1.07e-02    3.00e-03      8.70e-02    3.84e-02    1.7e-08
5901000      5.98e-02    5.44e-02      9.26e-03    2.02e-03      4.46e-02    5.12e-02    1.7e-08
5902000      6.59e-02    2.66e-02      9.55e-03    1.50e-03      5.41e-02    2.33e-02    1.7e-08
5903000      4.66e-02    2.95e-02      4.28e-03    9.60e-04      4.21e-02    2.83e-02    1.7e-08
5904000      1.49e-01    2.15e-02      2.41e-02    3.03e-04      6.74e-02    2.12e-02    1.7e-08
5905000      1.83e-01    3.84e-02      3.53e-02    5.39e-03      1.07e-01    2.77e-02    1.7e-08
5906000      2.08e-01    2.38e-02      1.38e-02    6.26e-04      1.81e-01    2.30e-02    1.7e-08
5907000      8.16e-02    3.85e-02      1.19e-02    1.27e-03      4.63e-02    3.78e-02    1.7e-08
5908000      2.27e-01    7.22e-02      5.32e-02    3.78e-03      1.22e-01    6.46e-02    1.7e-08
5909000      9.38e-02    1.90e-02      1.57e-02    5.58e-04      8.07e-02    1.83e-02    1.7e-08
5910000      1.29e-01    1.45e-01      1.04e-02    3.13e-02      1.19e-01    5.73e-02    1.7e-08
5911000      1.06e-01    2.35e-02      6.34e-03    1.52e-04      1.03e-01    2.33e-02    1.7e-08
5912000      5.37e-02    3.57e-02      7.92e-03    7.75e-04      4.09e-02    3.48e-02    1.7e-08
5913000      7.42e-02    2.07e-02      1.08e-02    2.12e-04      6.24e-02    2.04e-02    1.7e-08
5914000      4.24e-02    1.98e-02      3.45e-03    6.82e-05      3.84e-02    1.97e-02    1.7e-08
5915000      6.28e-02    2.10e-02      6.56e-03    4.08e-04      4.96e-02    2.05e-02    1.7e-08
5916000      6.99e-02    1.83e-01      3.46e-03    2.18e-02      6.73e-02    1.72e-01    1.7e-08
5917000      8.49e-02    7.42e-02      1.72e-02    4.13e-03      5.73e-02    6.51e-02    1.7e-08
5918000      1.29e-01    2.44e-02      1.22e-02    2.24e-03      1.19e-01    1.61e-02    1.7e-08
5919000      5.51e-02    4.90e-02      7.07e-03    1.07e-03      3.67e-02    4.84e-02    1.7e-08
5920000      6.77e-02    7.52e-02      1.18e-02    3.54e-03      3.24e-02    7.22e-02    1.7e-08
5921000      1.40e-01    8.01e-02      2.87e-02    6.83e-03      1.13e-01    7.09e-02    1.7e-08
5922000      6.69e-02    1.22e-01      9.12e-03    2.61e-02      4.55e-02    2.31e-02    1.7e-08
5923000      1.39e-01    5.72e-02      1.08e-02    5.13e-04      1.21e-01    5.65e-02    1.7e-08
5924000      9.26e-02    8.21e-02      1.63e-02    4.78e-03      6.21e-02    7.10e-02    1.7e-08
5925000      1.67e-01    1.50e-01      2.94e-02    9.41e-03      1.04e-01    1.45e-01    1.7e-08
5926000      7.51e-02    2.92e-02      7.77e-03    1.11e-04      5.85e-02    2.90e-02    1.7e-08
5927000      7.56e-02    3.82e-02      1.13e-02    5.80e-03      5.66e-02    2.52e-02    1.7e-08
5928000      4.84e-02    2.80e-02      8.53e-03    1.93e-03      3.39e-02    2.30e-02    1.7e-08
5929000      4.69e-02    1.34e-01      5.58e-03    8.19e-03      3.18e-02    1.14e-01    1.7e-08
5930000      4.57e-02    5.16e-02      3.05e-03    4.28e-04      4.36e-02    5.11e-02    1.6e-08
5931000      2.03e-01    5.34e-02      6.14e-02    2.45e-03      1.43e-01    5.16e-02    1.6e-08
5932000      6.57e-02    2.31e-01      1.04e-02    3.91e-02      4.18e-02    1.40e-01    1.6e-08
5933000      7.72e-02    3.72e-01      1.45e-02    1.20e-01      4.78e-02    1.50e-01    1.6e-08
5934000      5.30e-02    6.10e-02      2.58e-03    1.13e-03      4.99e-02    5.98e-02    1.6e-08
5935000      7.06e-02    2.97e-02      6.85e-03    1.98e-03      4.59e-02    2.46e-02    1.6e-08
5936000      1.98e-01    6.57e-02      3.58e-02    7.56e-04      1.32e-01    6.49e-02    1.6e-08
5937000      3.50e-01    1.19e-01      1.08e-01    5.65e-02      1.26e-01    3.63e-02    1.6e-08
5938000      5.70e-02    2.89e-02      5.11e-03    1.83e-03      5.06e-02    2.46e-02    1.6e-08
5939000      6.34e-02    6.19e-02      1.18e-02    6.52e-03      4.50e-02    5.23e-02    1.6e-08
5940000      9.47e-02    6.08e-02      1.84e-02    2.10e-03      5.53e-02    5.78e-02    1.6e-08
5941000      5.39e-02    3.08e-02      6.46e-03    3.28e-05      4.53e-02    3.05e-02    1.6e-08
5942000      8.67e-02    2.96e-01      8.39e-03    3.88e-02      7.66e-02    2.76e-01    1.6e-08
5943000      7.28e-02    5.44e-02      8.24e-03    4.95e-04      6.57e-02    5.38e-02    1.6e-08
5944000      1.97e-01    6.72e-02      3.30e-02    2.25e-03      1.63e-01    6.40e-02    1.6e-08
5945000      1.12e-01    5.40e-02      1.61e-02    4.97e-03      9.21e-02    3.48e-02    1.6e-08
5946000      1.00e-01    3.99e-02      2.01e-02    7.31e-04      7.05e-02    3.91e-02    1.6e-08
5947000      8.29e-02    7.12e-02      1.12e-02    1.72e-03      5.34e-02    7.02e-02    1.6e-08
5948000      9.42e-02    2.89e-02      8.43e-03    1.51e-03      8.09e-02    2.60e-02    1.6e-08
5949000      1.13e-01    2.14e-02      1.52e-02    3.65e-04      8.78e-02    2.10e-02    1.6e-08
5950000      1.05e-01    2.52e-02      8.39e-03    8.06e-04      9.77e-02    2.41e-02    1.6e-08
5951000      9.57e-02    1.79e-02      1.61e-02    3.68e-04      7.51e-02    1.75e-02    1.6e-08
5952000      7.98e-02    3.27e-02      1.26e-02    9.03e-04      4.70e-02    3.16e-02    1.6e-08
5953000      7.32e-02    2.19e-01      5.40e-03    4.49e-02      6.67e-02    1.71e-01    1.6e-08
5954000      7.27e-02    2.63e-01      1.56e-02    7.68e-02      4.60e-02    1.47e-01    1.6e-08
5955000      9.36e-02    8.98e-02      1.25e-02    1.02e-03      5.96e-02    8.87e-02    1.6e-08
5956000      1.48e-01    1.51e-01      1.77e-02    3.42e-02      1.24e-01    2.62e-02    1.6e-08
