#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
2253000      2.76e-01    9.43e-02      2.61e-02    5.47e-03      6.43e-02    2.07e-02    1.5e-05
2254000      1.99e-01    1.22e-01      1.46e-02    3.61e-03      4.44e-02    2.93e-02    1.5e-05
2255000      2.03e-01    8.77e-02      9.40e-03    2.29e-03      4.88e-02    2.13e-02    1.5e-05
2256000      1.99e-01    4.08e-01      2.12e-02    6.15e-02      4.50e-02    7.08e-02    1.5e-05
2257000      1.66e-01    1.87e-01      1.52e-02    1.29e-03      3.66e-02    4.65e-02    1.5e-05
2258000      2.46e-01    7.22e-01      3.33e-02    7.37e-03      5.28e-02    1.80e-01    1.5e-05
2259000      3.06e-01    7.03e-01      1.90e-02    2.78e-02      6.86e-02    1.74e-01    1.5e-05
2260000      1.99e-01    3.69e-01      8.81e-03    1.30e-04      4.72e-02    9.22e-02    1.5e-05
2261000      2.54e-01    1.29e+00      2.06e-02    2.13e-01      5.80e-02    2.96e-01    1.5e-05
2262000      2.05e-01    1.55e-01      1.34e-02    1.35e-02      4.69e-02    2.69e-02    1.5e-05
2263000      8.95e-01    1.24e-01      3.93e-02    1.51e-02      2.18e-01    2.48e-02    1.5e-05
2264000      2.44e-01    1.30e-01      9.78e-03    1.05e-03      5.90e-02    3.23e-02    1.5e-05
2265000      2.42e-01    2.17e-01      1.98e-02    2.27e-03      5.59e-02    5.43e-02    1.5e-05
2266000      1.42e-01    8.42e-02      1.27e-02    1.02e-03      3.05e-02    2.10e-02    1.5e-05
2267000      2.07e-01    2.55e-01      1.66e-02    7.50e-04      4.79e-02    6.40e-02    1.5e-05
2268000      2.67e-01    9.53e-02      2.02e-02    3.09e-03      5.83e-02    2.31e-02    1.5e-05
2269000      1.46e-01    2.61e-01      1.16e-02    5.34e-04      3.37e-02    6.55e-02    1.5e-05
2270000      3.46e-01    4.10e-01      1.02e-02    4.87e-03      8.60e-02    1.03e-01    1.5e-05
2271000      5.19e-01    1.12e-01      4.01e-02    6.04e-03      1.21e-01    2.54e-02    1.5e-05
2272000      4.44e-01    1.73e+00      9.40e-02    2.68e-02      8.56e-02    4.36e-01    1.5e-05
2273000      2.50e-01    4.54e-01      1.72e-02    1.24e-02      5.72e-02    1.11e-01    1.5e-05
2274000      1.87e-01    2.18e-01      1.33e-02    1.77e-03      4.40e-02    5.49e-02    1.5e-05
2275000      3.00e-01    9.55e-02      4.33e-02    8.29e-04      6.69e-02    2.41e-02    1.5e-05
2276000      1.85e-01    1.81e-01      1.60e-02    7.70e-04      4.25e-02    4.57e-02    1.5e-05
2277000      2.59e-01    6.77e-02      1.01e-02    1.88e-03      6.26e-02    1.67e-02    1.5e-05
2278000      2.40e-01    1.03e-01      1.53e-02    2.97e-03      5.40e-02    2.54e-02    1.5e-05
2279000      3.02e-01    1.08e-01      3.01e-02    1.89e-03      7.08e-02    2.70e-02    1.5e-05
2280000      1.27e-01    2.88e-01      7.66e-03    3.81e-02      3.09e-02    5.62e-02    1.4e-05
2281000      3.26e-01    2.84e-01      5.56e-03    3.56e-02      8.24e-02    5.81e-02    1.4e-05
2282000      4.19e-01    1.56e-01      4.44e-02    7.97e-03      9.92e-02    3.61e-02    1.4e-05
2283000      1.57e-01    3.68e-01      4.81e-03    5.45e-02      3.94e-02    8.16e-02    1.4e-05
2284000      2.52e-01    1.89e-01      2.63e-02    1.27e-02      5.24e-02    4.55e-02    1.4e-05
2285000      2.51e-01    2.38e-01      2.16e-02    8.75e-03      5.97e-02    5.97e-02    1.4e-05
2286000      3.44e-01    2.96e-01      3.34e-02    5.71e-02      7.50e-02    4.41e-02    1.4e-05
2287000      1.32e-01    9.86e-02      9.67e-03    1.85e-03      3.09e-02    2.49e-02    1.4e-05
2288000      1.82e-01    1.23e-01      7.88e-03    1.64e-03      4.55e-02    3.12e-02    1.4e-05
2289000      2.82e-01    3.40e-01      2.45e-02    5.65e-03      6.36e-02    8.66e-02    1.4e-05
2290000      2.38e-01    6.57e-01      7.91e-03    2.73e-02      5.91e-02    1.68e-01    1.4e-05
2291000      2.56e-01    1.16e-01      2.15e-02    1.41e-03      5.95e-02    2.95e-02    1.4e-05
2292000      3.54e-01    7.97e-02      7.63e-02    1.58e-03      6.26e-02    2.02e-02    1.4e-05
2293000      3.05e-01    2.18e-01      4.26e-02    1.30e-02      6.89e-02    5.35e-02    1.4e-05
2294000      1.14e-01    2.30e-01      3.28e-03    2.56e-03      2.83e-02    5.90e-02    1.4e-05
2295000      5.63e-01    3.36e-01      9.95e-02    2.45e-03      1.24e-01    8.65e-02    1.4e-05
2296000      3.33e-01    2.41e-01      3.30e-02    2.38e-02      7.78e-02    5.42e-02    1.4e-05
2297000      4.82e-01    3.07e-01      1.08e-01    6.10e-03      1.04e-01    7.80e-02    1.4e-05
2298000      5.08e-01    1.61e-01      5.60e-02    3.41e-02      1.22e-01    1.05e-02    1.4e-05
2299000      4.48e-01    6.70e-02      4.05e-02    6.78e-04      1.06e-01    1.72e-02    1.4e-05
2300000      2.48e-01    7.96e-02      1.03e-02    1.95e-03      6.26e-02    2.02e-02    1.4e-05
2301000      2.12e-01    8.84e-02      2.18e-02    1.45e-03      4.97e-02    2.27e-02    1.4e-05
2302000      2.86e-01    6.13e-01      2.32e-02    2.01e-02      6.78e-02    1.58e-01    1.4e-05
2303000      1.60e+00    9.46e-02      6.34e-02    3.40e-03      4.02e-01    2.34e-02    1.4e-05
2304000      1.70e-01    9.13e-02      2.03e-02    3.09e-03      3.81e-02    2.27e-02    1.4e-05
2305000      1.41e-01    3.37e-01      2.82e-02    9.01e-03      2.92e-02    8.74e-02    1.4e-05
2306000      2.39e-01    8.31e-01      1.55e-02    9.60e-02      6.00e-02    2.03e-01    1.4e-05
2307000      2.56e-01    7.48e-02      1.80e-02    6.44e-04      6.37e-02    1.94e-02    1.4e-05
2308000      2.51e-01    1.72e-01      1.55e-02    5.13e-03      5.91e-02    4.33e-02    1.4e-05
2309000      2.21e-01    6.61e-01      1.80e-02    1.46e-01      5.46e-02    1.34e-01    1.4e-05
2310000      1.85e-01    2.37e-01      1.16e-02    3.63e-03      4.59e-02    6.16e-02    1.4e-05
2311000      1.96e-01    1.16e-01      2.28e-02    4.22e-03      3.34e-02    2.89e-02    1.4e-05
2312000      1.41e-01    8.82e-02      1.08e-02    3.94e-03      3.38e-02    2.15e-02    1.4e-05
2313000      2.16e-01    1.02e-01      2.28e-02    9.97e-04      5.15e-02    2.66e-02    1.4e-05
2314000      2.85e-01    5.74e-01      1.15e-02    5.57e-02      7.30e-02    1.43e-01    1.4e-05
2315000      2.42e-01    1.06e+00      2.50e-02    2.39e-01      5.75e-02    2.15e-01    1.4e-05
2316000      1.75e-01    6.36e-01      7.20e-03    2.09e-01      4.49e-02    1.26e-01    1.4e-05
2317000      2.68e-01    5.20e-01      3.55e-02    4.35e-02      5.98e-02    1.33e-01    1.4e-05
2318000      2.72e-01    4.39e-01      4.55e-02    4.41e-02      6.22e-02    1.13e-01    1.4e-05
2319000      1.80e-01    7.21e-02      1.92e-02    6.15e-04      4.15e-02    1.89e-02    1.4e-05
2320000      1.17e+00    5.67e-01      1.12e-01    1.26e-02      2.82e-01    1.49e-01    1.3e-05
2321000      3.13e-01    2.62e-01      2.10e-02    9.60e-04      7.81e-02    6.89e-02    1.3e-05
2322000      1.74e-01    1.32e-01      1.26e-02    1.97e-02      4.30e-02    2.59e-02    1.3e-05
2323000      3.35e-01    7.14e-02      2.20e-02    3.61e-03      8.50e-02    1.72e-02    1.3e-05
2324000      3.34e-01    5.51e-01      6.71e-02    1.55e-02      6.56e-02    1.45e-01    1.3e-05
2325000      2.73e-01    5.37e-01      2.24e-02    9.98e-02      6.74e-02    1.21e-01    1.3e-05
2326000      3.46e-01    1.19e-01      1.85e-02    3.89e-04      8.91e-02    3.13e-02    1.3e-05
2327000      2.29e-01    1.90e-01      2.17e-02    8.16e-03      5.46e-02    4.70e-02    1.3e-05
2328000      3.05e-01    1.99e-01      5.76e-03    4.39e-02      8.00e-02    1.52e-02    1.3e-05
2329000      2.50e-01    8.94e-02      1.47e-02    1.64e-03      6.17e-02    2.34e-02    1.3e-05
2330000      4.60e-01    1.24e-01      2.97e-02    3.51e-03      1.11e-01    3.20e-02    1.3e-05
2331000      2.85e-01    9.18e-02      2.93e-02    2.87e-03      6.55e-02    2.36e-02    1.3e-05
2332000      2.33e-01    6.93e-02      2.84e-02    5.16e-04      5.23e-02    1.84e-02    1.3e-05
2333000      2.96e-01    1.73e-01      3.38e-02    5.70e-03      6.85e-02    4.41e-02    1.3e-05
2334000      2.04e-01    1.26e-01      1.45e-02    2.08e-03      5.00e-02    3.31e-02    1.3e-05
2335000      1.70e-01    8.52e-01      1.71e-02    1.87e-02      4.18e-02    2.27e-01    1.3e-05
2336000      4.85e-01    7.05e-02      6.08e-02    2.23e-03      1.19e-01    1.82e-02    1.3e-05
2337000      1.73e-01    1.25e+00      8.34e-03    1.33e-01      4.45e-02    3.23e-01    1.3e-05
2338000      2.12e-01    1.33e-01      2.68e-02    6.03e-03      4.63e-02    3.29e-02    1.3e-05
2339000      4.18e-01    2.49e-01      2.29e-02    5.77e-03      1.09e-01    6.59e-02    1.3e-05
2340000      2.89e-01    4.56e-01      2.53e-02    4.25e-02      7.33e-02    1.19e-01    1.3e-05
2341000      1.54e-01    4.22e-01      6.72e-03    3.54e-02      3.91e-02    1.09e-01    1.3e-05
2342000      1.79e-01    5.85e-01      1.24e-02    1.45e-01      4.12e-02    1.36e-01    1.3e-05
2343000      5.21e-01    4.26e-01      3.30e-02    3.93e-02      1.29e-01    1.09e-01    1.3e-05
2344000      1.81e-01    6.90e-01      1.93e-02    1.43e-01      4.41e-02    1.40e-01    1.3e-05
2345000      1.78e-01    4.13e-01      9.79e-03    6.72e-02      4.48e-02    9.88e-02    1.3e-05
2346000      2.50e-01    8.24e-02      4.05e-02    1.10e-03      5.31e-02    2.20e-02    1.3e-05
2347000      2.62e-01    9.84e-02      1.40e-02    4.89e-03      6.64e-02    2.42e-02    1.3e-05
2348000      5.62e-01    2.40e-01      1.17e-01    1.53e-03      1.25e-01    6.44e-02    1.3e-05
2349000      2.26e-01    5.72e-01      1.88e-02    6.06e-02      5.80e-02    1.47e-01    1.3e-05
2350000      4.39e-01    4.45e-01      6.89e-02    9.34e-02      1.07e-01    9.70e-02    1.3e-05
2351000      3.69e-01    3.18e-01      1.83e-02    2.89e-03      9.62e-02    8.58e-02    1.3e-05
2352000      1.32e-01    2.86e-01      9.46e-03    3.29e-02      3.37e-02    7.17e-02    1.3e-05
2353000      2.63e-01    9.72e-02      4.07e-02    7.97e-03      6.05e-02    1.95e-02    1.3e-05
2354000      4.97e-01    9.99e-02      4.77e-02    5.83e-03      1.28e-01    2.38e-02    1.3e-05
2355000      2.38e-01    1.56e-01      2.75e-02    2.48e-02      5.56e-02    3.15e-02    1.3e-05
2356000      2.53e-01    8.58e-02      1.04e-02    3.19e-03      6.57e-02    2.22e-02    1.3e-05
2357000      1.80e-01    1.41e-01      9.05e-03    2.14e-03      4.71e-02    3.80e-02    1.3e-05
2358000      2.60e-01    1.35e-01      1.85e-02    1.39e-03      6.44e-02    3.65e-02    1.3e-05
2359000      2.58e-01    1.03e-01      1.69e-02    2.90e-04      6.56e-02    2.79e-02    1.3e-05
2360000      2.46e-01    5.72e-02      2.59e-02    1.18e-03      6.30e-02    1.54e-02    1.2e-05
2361000      1.48e-01    6.74e-02      1.42e-02    2.01e-04      3.49e-02    1.84e-02    1.2e-05
2362000      1.85e-01    5.88e-01      7.77e-03    4.31e-02      4.90e-02    1.58e-01    1.2e-05
2363000      1.42e-01    1.96e-01      6.30e-03    1.03e-03      3.76e-02    5.35e-02    1.2e-05
2364000      2.88e-01    2.45e-01      2.45e-02    1.69e-02      7.41e-02    6.25e-02    1.2e-05
2365000      5.62e-01    9.03e-02      2.47e-02    1.28e-03      1.51e-01    2.46e-02    1.2e-05
2366000      2.58e-01    1.10e-01      2.65e-02    1.66e-03      6.50e-02    3.00e-02    1.2e-05
2367000      1.97e-01    2.82e-01      6.10e-03    5.40e-03      5.31e-02    7.69e-02    1.2e-05
2368000      1.16e-01    1.32e-01      8.62e-03    8.38e-03      2.83e-02    3.10e-02    1.2e-05
2369000      1.56e-01    1.29e-01      1.77e-02    1.60e-04      3.71e-02    3.53e-02    1.2e-05
2370000      2.36e-01    1.00e-01      2.31e-02    1.18e-03      5.59e-02    2.74e-02    1.2e-05
2371000      1.18e-01    1.82e-01      1.01e-02    1.63e-03      3.06e-02    4.99e-02    1.2e-05
2372000      3.01e-01    7.53e-02      1.84e-02    1.50e-03      7.84e-02    2.04e-02    1.2e-05
2373000      1.81e-01    1.01e-01      1.13e-02    1.18e-03      4.44e-02    2.76e-02    1.2e-05
2374000      6.40e-01    5.41e-01      1.40e-01    1.47e-01      1.48e-01    1.25e-01    1.2e-05
2375000      3.39e-01    5.77e-02      2.32e-02    3.01e-03      8.65e-02    1.44e-02    1.2e-05
2376000      1.08e-01    3.38e-01      4.81e-03    1.01e-02      2.89e-02    9.29e-02    1.2e-05
2377000      1.39e-01    8.67e-02      9.16e-03    5.24e-03      3.70e-02    2.09e-02    1.2e-05
2378000      1.44e-01    3.40e-01      1.52e-02    1.40e-02      3.52e-02    8.79e-02    1.2e-05
2379000      1.50e-01    1.26e-01      8.25e-03    3.00e-04      3.93e-02    3.47e-02    1.2e-05
2380000      4.29e-01    2.05e-01      6.77e-02    1.34e-03      9.64e-02    5.67e-02    1.2e-05
2381000      1.97e-01    2.00e-01      2.18e-02    9.39e-04      4.85e-02    5.53e-02    1.2e-05
2382000      4.21e-01    1.45e-01      4.66e-02    3.60e-03      9.89e-02    3.94e-02    1.2e-05
2383000      2.37e-01    3.44e-01      2.12e-02    5.39e-02      6.11e-02    7.16e-02    1.2e-05
2384000      2.10e-01    1.62e-01      1.94e-02    3.78e-03      5.43e-02    4.42e-02    1.2e-05
2385000      4.06e-01    1.68e-01      3.71e-02    1.05e-02      9.76e-02    4.40e-02    1.2e-05
2386000      1.68e-01    8.79e-01      8.81e-03    2.20e-01      4.46e-02    1.62e-01    1.2e-05
2387000      5.19e-01    6.90e-02      2.13e-02    5.33e-04      1.37e-01    1.92e-02    1.2e-05
2388000      2.73e-01    6.96e-02      1.06e-02    2.61e-04      7.43e-02    1.94e-02    1.2e-05
2389000      1.70e-01    2.02e-01      1.67e-02    2.92e-03      3.99e-02    5.57e-02    1.2e-05
2390000      1.83e-01    1.19e-01      8.60e-03    2.82e-04      4.97e-02    3.32e-02    1.2e-05
2391000      1.92e-01    2.14e-01      1.48e-02    1.04e-02      4.88e-02    5.46e-02    1.2e-05
2392000      2.56e-01    6.25e-02      9.90e-03    9.06e-04      6.96e-02    1.73e-02    1.2e-05
2393000      1.49e-01    7.47e-01      8.37e-03    1.79e-01      3.90e-02    1.54e-01    1.2e-05
2394000      1.76e-01    9.12e-02      1.18e-02    2.13e-03      4.60e-02    2.50e-02    1.2e-05
2395000      1.70e-01    9.34e-02      9.50e-03    1.52e-04      4.51e-02    2.62e-02    1.2e-05
2396000      1.98e-01    7.95e-01      3.01e-03    2.67e-01      5.49e-02    1.28e-01    1.2e-05
2397000      3.32e-01    1.25e-01      4.36e-02    5.77e-03      8.26e-02    3.23e-02    1.2e-05
2398000      3.69e-01    3.11e-01      2.35e-02    2.31e-03      9.96e-02    8.74e-02    1.2e-05
2399000      3.76e-01    2.35e-01      6.41e-02    1.46e-03      8.88e-02    6.61e-02    1.2e-05
2400000      1.89e-01    8.54e-02      1.22e-02    1.23e-03      4.85e-02    2.39e-02    1.2e-05
2401000      2.77e-01    1.48e-01      1.69e-02    1.66e-04      7.50e-02    4.17e-02    1.2e-05
2402000      1.91e-01    4.42e-01      1.50e-02    9.64e-02      4.77e-02    8.25e-02    1.2e-05
2403000      1.73e-01    1.32e-01      8.79e-03    5.59e-05      4.66e-02    3.72e-02    1.2e-05
2404000      2.65e-01    4.92e-01      4.78e-03    2.93e-02      7.36e-02    1.37e-01    1.2e-05
2405000      2.47e-01    2.52e-01      2.13e-02    3.13e-02      6.44e-02    6.07e-02    1.1e-05
2406000      2.24e-01    2.00e-01      1.17e-02    1.97e-03      5.57e-02    5.65e-02    1.1e-05
2407000      1.70e-01    1.29e-01      3.61e-03    4.96e-03      4.79e-02    3.46e-02    1.1e-05
2408000      3.80e-01    2.25e-01      7.74e-02    4.84e-02      8.59e-02    2.31e-02    1.1e-05
2409000      4.14e-01    6.02e-02      3.79e-02    3.27e-04      1.07e-01    1.70e-02    1.1e-05
2410000      3.43e-01    2.44e-01      4.93e-02    8.89e-03      8.15e-02    6.59e-02    1.1e-05
2411000      1.45e-01    9.03e-02      1.24e-02    5.64e-05      3.92e-02    2.57e-02    1.1e-05
2412000      3.38e-01    2.69e-01      3.07e-02    4.77e-02      8.80e-02    5.08e-02    1.1e-05
2413000      1.34e-01    1.42e-01      6.71e-03    3.33e-02      3.61e-02    6.44e-03    1.1e-05
2414000      2.21e-01    1.07e-01      2.04e-02    2.44e-03      5.76e-02    3.00e-02    1.1e-05
2415000      2.30e-01    4.84e-01      1.18e-02    7.13e-02      6.35e-02    1.29e-01    1.1e-05
2416000      3.18e-01    6.90e-02      3.08e-02    2.75e-03      8.33e-02    1.87e-02    1.1e-05
2417000      1.46e-01    9.41e-02      1.06e-02    1.53e-03      3.97e-02    2.66e-02    1.1e-05
2418000      6.89e-01    1.39e-01      6.82e-02    1.36e-03      1.72e-01    3.96e-02    1.1e-05
2419000      2.26e-01    8.55e-02      1.52e-02    6.22e-04      6.05e-02    2.44e-02    1.1e-05
2420000      1.74e-01    2.29e-01      1.59e-02    2.14e-02      4.18e-02    5.79e-02    1.1e-05
2421000      1.78e-01    3.94e-01      1.64e-02    5.81e-02      4.39e-02    8.86e-02    1.1e-05
2422000      4.77e-01    2.50e-01      1.12e-01    1.72e-02      1.09e-01    6.72e-02    1.1e-05
2423000      2.38e-01    1.23e-01      1.67e-02    4.10e-03      6.16e-02    3.41e-02    1.1e-05
2424000      4.02e-01    2.37e-01      3.94e-02    8.35e-02      9.98e-02    4.86e-02    1.1e-05
2425000      1.93e-01    2.40e-01      2.36e-02    7.36e-03      4.27e-02    6.83e-02    1.1e-05
2426000      6.21e-01    9.52e-02      1.49e-01    2.88e-04      1.21e-01    2.74e-02    1.1e-05
2427000      2.60e-01    8.65e-02      1.07e-02    1.07e-03      7.27e-02    2.48e-02    1.1e-05
2428000      2.90e-01    1.68e-01      4.46e-02    4.55e-03      6.92e-02    4.70e-02    1.1e-05
2429000      1.63e-01    6.52e-01      6.60e-03    1.19e-01      4.49e-02    1.65e-01    1.1e-05
2430000      1.80e-01    9.31e-02      5.65e-03    2.51e-03      5.11e-02    2.63e-02    1.1e-05
2431000      1.95e-01    2.70e-01      7.86e-03    5.14e-02      5.48e-02    4.64e-02    1.1e-05
2432000      3.16e-01    5.80e-02      3.06e-02    2.00e-04      8.02e-02    1.68e-02    1.1e-05
2433000      1.99e-01    6.15e-01      9.12e-03    1.81e-01      5.53e-02    1.00e-01    1.1e-05
2434000      1.73e-01    4.28e-01      8.69e-03    1.12e-01      4.52e-02    8.40e-02    1.1e-05
2435000      1.97e-01    6.50e-02      1.95e-02    1.76e-03      5.44e-02    1.84e-02    1.1e-05
2436000      1.75e-01    1.08e-01      3.20e-02    5.50e-03      4.16e-02    2.86e-02    1.1e-05
2437000      1.93e-01    1.40e-01      1.47e-02    1.45e-03      5.14e-02    4.05e-02    1.1e-05
2438000      2.64e-01    7.18e-02      2.58e-02    4.13e-03      7.17e-02    1.85e-02    1.1e-05
2439000      2.79e-01    5.84e-02      1.70e-02    1.79e-05      7.79e-02    1.70e-02    1.1e-05
2440000      2.11e-01    2.50e-01      3.26e-02    1.60e-02      5.27e-02    6.22e-02    1.1e-05
2441000      2.47e-01    1.55e+00      1.99e-02    1.35e-01      6.85e-02    4.47e-01    1.1e-05
2442000      2.79e-01    1.20e-01      2.76e-02    2.08e-04      7.36e-02    3.49e-02    1.1e-05
2443000      1.73e-01    1.08e-01      2.17e-02    1.18e-03      4.12e-02    3.15e-02    1.1e-05
2444000      5.92e-01    1.18e-01      9.10e-02    3.12e-03      1.49e-01    3.36e-02    1.1e-05
2445000      6.11e-01    2.02e-01      7.41e-02    1.72e-02      1.68e-01    5.33e-02    1.1e-05
2446000      2.24e-01    7.56e-01      2.32e-02    8.68e-03      5.59e-02    2.22e-01    1.1e-05
2447000      1.80e-01    1.94e-01      8.53e-03    3.41e-02      5.10e-02    3.82e-02    1.1e-05
2448000      1.25e-01    8.32e-01      5.09e-03    5.76e-02      3.60e-02    2.40e-01    1.1e-05
2449000      3.92e-01    4.20e-01      4.45e-02    1.45e-02      1.00e-01    1.23e-01    1.1e-05
2450000      1.65e-01    1.35e-01      6.56e-03    2.65e-03      4.71e-02    3.93e-02    1.1e-05
2451000      1.58e-01    2.43e-01      1.01e-02    7.90e-03      4.27e-02    7.07e-02    1.1e-05
2452000      1.51e-01    1.09e-01      9.46e-03    2.86e-03      4.13e-02    3.12e-02    1.1e-05
2453000      3.46e-01    6.34e-02      4.78e-02    1.97e-03      8.87e-02    1.80e-02    1.1e-05
2454000      2.53e-01    4.54e-01      1.43e-02    6.34e-02      7.03e-02    1.20e-01    1.1e-05
2455000      1.81e-01    2.09e-01      1.07e-02    3.99e-02      4.85e-02    3.25e-02    1.0e-05
2456000      4.96e-01    3.92e-01      1.16e-01    3.76e-02      1.13e-01    1.13e-01    1.0e-05
2457000      4.34e-01    7.82e-02      6.88e-02    1.13e-04      1.11e-01    2.31e-02    1.0e-05
2458000      1.52e+00    8.15e-02      4.53e-02    4.41e-03      4.38e-01    2.16e-02    1.0e-05
2459000      2.10e-01    1.55e-01      3.78e-02    9.89e-03      4.28e-02    4.37e-02    1.0e-05
2460000      2.61e-01    2.85e-01      2.14e-02    4.40e-02      6.83e-02    5.99e-02    1.0e-05
2461000      2.62e-01    7.88e-02      7.03e-03    2.07e-03      7.53e-02    2.29e-02    1.0e-05
2462000      1.96e-01    2.91e-01      1.96e-02    2.87e-02      5.43e-02    7.85e-02    1.0e-05
2463000      2.01e-01    2.45e-01      1.19e-02    1.53e-02      5.69e-02    6.99e-02    1.0e-05
2464000      1.24e-01    1.65e-01      9.59e-03    3.06e-02      2.89e-02    2.77e-02    1.0e-05
2465000      2.30e-01    2.80e-01      7.09e-03    1.51e-02      6.51e-02    7.51e-02    1.0e-05
2466000      1.95e-01    3.82e-01      1.82e-02    6.01e-03      5.18e-02    1.13e-01    1.0e-05
2467000      1.77e-01    3.19e-01      1.04e-02    1.79e-02      4.73e-02    9.13e-02    1.0e-05
2468000      1.40e-01    4.30e-01      1.53e-02    8.06e-02      3.74e-02    9.80e-02    1.0e-05
2469000      2.42e-01    2.43e-01      2.28e-02    1.38e-02      6.13e-02    6.35e-02    1.0e-05
2470000      1.92e-01    7.09e-02      2.15e-02    2.21e-03      4.89e-02    2.05e-02    1.0e-05
2471000      2.18e-01    3.00e-01      2.03e-02    4.15e-02      5.84e-02    6.96e-02    1.0e-05
2472000      1.19e-01    1.19e-01      7.34e-03    1.49e-03      3.33e-02    3.53e-02    1.0e-05
2473000      2.05e-01    9.08e-02      1.06e-02    1.34e-03      5.89e-02    2.70e-02    1.0e-05
2474000      2.60e-01    8.48e-01      3.37e-02    2.53e-01      6.54e-02    1.38e-01    1.0e-05
2475000      1.64e-01    1.05e-01      2.18e-02    1.08e-03      4.16e-02    3.14e-02    1.0e-05
2476000      2.37e-01    1.70e-01      2.39e-02    1.73e-03      6.67e-02    5.08e-02    1.0e-05
2477000      3.43e-01    1.84e-01      2.94e-02    8.79e-03      9.12e-02    5.09e-02    1.0e-05
2478000      3.26e-01    2.15e-01      3.26e-02    2.62e-02      8.69e-02    5.56e-02    1.0e-05
2479000      2.52e-01    6.64e-01      6.12e-03    3.51e-02      7.51e-02    1.98e-01    1.0e-05
2480000      2.88e-01    1.72e-01      3.07e-02    4.27e-03      7.52e-02    5.14e-02    1.0e-05
2481000      2.31e-01    1.42e-01      2.94e-02    5.19e-03      6.10e-02    4.23e-02    1.0e-05
2482000      2.42e-01    9.29e-02      2.05e-02    5.76e-03      6.56e-02    2.41e-02    1.0e-05
2483000      4.40e-01    1.17e-01      5.98e-02    4.22e-03      1.22e-01    3.49e-02    1.0e-05
2484000      2.59e-01    1.58e-01      3.44e-02    2.16e-02      6.55e-02    3.89e-02    1.0e-05
2485000      6.28e-01    1.92e-01      6.60e-02    9.45e-02      1.77e-01    3.07e-02    9.9e-06
2486000      1.38e-01    7.18e-02      6.61e-03    6.83e-04      3.96e-02    2.17e-02    9.9e-06
2487000      1.76e-01    5.36e-01      1.82e-02    1.54e-02      4.67e-02    1.62e-01    9.9e-06
2488000      6.38e-01    1.08e-01      7.22e-02    1.31e-03      1.81e-01    3.27e-02    9.9e-06
2489000      3.17e-01    8.04e-02      8.81e-03    9.76e-04      9.47e-02    2.42e-02    9.9e-06
2490000      1.51e-01    3.29e-01      1.10e-02    8.71e-02      4.14e-02    6.67e-02    9.8e-06
2491000      3.07e-01    1.92e-01      3.41e-02    3.37e-02      8.41e-02    3.66e-02    9.8e-06
2492000      2.32e-01    7.02e-02      2.74e-02    2.54e-04      5.99e-02    2.14e-02    9.8e-06
2493000      1.98e-01    1.53e-01      2.45e-02    5.40e-03      5.47e-02    4.47e-02    9.8e-06
2494000      3.32e-01    1.68e-01      4.13e-02    2.93e-02      8.75e-02    4.44e-02    9.8e-06
2495000      3.40e-01    1.97e-01      2.96e-02    1.25e-02      9.54e-02    5.15e-02    9.7e-06
2496000      1.64e-01    5.72e-02      8.22e-03    1.09e-03      4.40e-02    1.73e-02    9.7e-06
2497000      1.94e-01    1.02e-01      4.50e-03    2.26e-04      5.88e-02    3.11e-02    9.7e-06
2498000      2.84e-01    9.27e-02      3.22e-02    1.15e-03      7.35e-02    2.82e-02    9.7e-06
2499000      2.55e-01    1.18e-01      1.22e-02    1.40e-03      7.34e-02    3.58e-02    9.7e-06
2500000      2.07e-01    1.66e-01      1.76e-02    1.06e-02      5.48e-02    4.87e-02    9.6e-06
2501000      3.50e-01    6.64e-01      4.23e-02    2.78e-02      9.67e-02    2.03e-01    9.6e-06
2502000      1.23e-01    5.42e-01      1.31e-02    1.15e-01      3.27e-02    1.18e-01    9.6e-06
2503000      1.77e-01    1.44e-01      1.79e-02    5.70e-04      4.70e-02    4.43e-02    9.6e-06
2504000      1.87e-01    2.68e-01      1.06e-02    1.90e-02      5.51e-02    7.68e-02    9.6e-06
2505000      3.81e-01    6.87e-02      1.61e-02    2.17e-04      1.16e-01    2.12e-02    9.5e-06
2506000      2.46e-01    2.46e-01      3.48e-02    4.73e-02      6.36e-02    6.39e-02    9.5e-06
2507000      4.41e-01    3.75e-01      6.05e-02    1.50e-03      1.14e-01    1.16e-01    9.5e-06
2508000      4.12e-01    2.51e-01      7.12e-02    3.49e-02      8.17e-02    6.64e-02    9.5e-06
2509000      1.64e-01    2.16e-01      1.04e-02    2.65e-02      4.79e-02    5.35e-02    9.5e-06
2510000      3.54e-01    2.71e-01      7.53e-02    5.77e-02      8.12e-02    2.07e-02    9.4e-06
2511000      2.39e-01    1.47e-01      2.68e-02    2.37e-02      6.56e-02    3.35e-02    9.4e-06
2512000      2.65e-01    2.30e-01      2.00e-02    5.57e-03      7.47e-02    6.97e-02    9.4e-06
2513000      1.40e-01    9.72e-02      1.04e-02    6.23e-04      3.41e-02    3.01e-02    9.4e-06
2514000      1.20e-01    2.24e-01      7.90e-03    5.17e-03      3.22e-02    6.82e-02    9.4e-06
