#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
3004000      1.73e-01    2.46e-01      2.14e-02    2.29e-02      6.05e-02    1.07e-01    3.8e-06
3005000      1.14e-01    2.93e-01      1.98e-02    2.02e-02      3.41e-02    1.31e-01    3.8e-06
3006000      6.65e-02    1.61e-01      1.63e-03    9.63e-03      2.99e-02    7.13e-02    3.8e-06
3007000      1.34e-01    3.82e-02      2.36e-02    1.73e-04      4.73e-02    1.75e-02    3.8e-06
3008000      1.02e-01    2.85e-01      1.43e-02    6.78e-02      3.89e-02    1.11e-01    3.8e-06
3009000      1.37e-01    1.39e-01      1.47e-02    5.88e-03      5.16e-02    6.21e-02    3.8e-06
3010000      9.84e-02    1.83e-01      8.93e-03    2.29e-03      3.87e-02    8.38e-02    3.7e-06
3011000      1.90e-01    1.68e-01      9.45e-03    3.62e-02      8.14e-02    2.14e-02    3.7e-06
3012000      1.43e-01    6.47e-02      6.54e-03    7.20e-04      6.34e-02    2.96e-02    3.7e-06
3013000      1.09e-01    4.66e-02      7.33e-03    7.15e-04      4.67e-02    2.13e-02    3.7e-06
3014000      3.17e-01    6.39e-02      6.66e-02    1.75e-04      1.11e-01    2.94e-02    3.7e-06
3015000      2.94e-01    3.56e-01      6.07e-02    6.01e-03      1.14e-01    1.64e-01    3.7e-06
3016000      2.99e-01    1.81e-01      4.02e-02    3.28e-03      1.25e-01    8.33e-02    3.7e-06
3017000      1.92e-01    1.95e-01      3.17e-02    2.16e-03      6.71e-02    8.95e-02    3.7e-06
3018000      2.08e-01    4.25e-01      1.54e-02    1.01e-01      9.07e-02    1.30e-01    3.7e-06
3019000      1.03e-01    7.45e-02      4.45e-03    6.78e-03      4.64e-02    2.28e-02    3.7e-06
3020000      1.48e-01    1.03e-01      1.96e-02    3.90e-03      5.37e-02    4.53e-02    3.7e-06
3021000      1.00e-01    4.44e-02      1.43e-02    1.59e-03      3.84e-02    1.97e-02    3.7e-06
3022000      1.01e-01    1.03e-01      2.79e-03    6.23e-03      4.65e-02    4.55e-02    3.7e-06
3023000      2.21e-01    4.07e-01      2.68e-02    5.53e-02      9.15e-02    1.78e-01    3.7e-06
3024000      8.10e-02    6.11e-02      7.18e-03    2.38e-03      3.32e-02    2.68e-02    3.7e-06
3025000      1.28e-01    1.39e-01      1.55e-02    1.89e-02      4.33e-02    5.11e-02    3.6e-06
3026000      1.32e-01    1.82e-01      1.55e-02    7.66e-03      5.48e-02    7.91e-02    3.6e-06
3027000      9.41e-02    7.87e-02      7.50e-03    9.23e-04      3.88e-02    3.64e-02    3.6e-06
3028000      1.88e-01    2.46e-01      3.47e-02    5.77e-03      6.74e-02    1.14e-01    3.6e-06
3029000      1.47e-01    3.78e-02      1.45e-02    8.79e-04      6.12e-02    1.73e-02    3.6e-06
3030000      1.32e-01    4.28e-02      2.72e-02    1.30e-03      4.51e-02    1.94e-02    3.6e-06
3031000      1.16e-01    5.24e-02      4.56e-03    7.83e-04      5.29e-02    2.43e-02    3.6e-06
3032000      2.99e-01    7.59e-02      5.80e-02    1.70e-03      1.14e-01    3.48e-02    3.6e-06
3033000      3.02e-01    5.47e-02      6.11e-02    1.61e-03      1.12e-01    2.48e-02    3.6e-06
3034000      1.92e-01    2.10e-01      3.46e-02    4.59e-02      7.06e-02    2.08e-02    3.6e-06
3035000      1.37e-01    9.89e-02      8.20e-03    5.73e-03      6.11e-02    4.08e-02    3.6e-06
3036000      2.39e-01    2.46e-01      3.32e-02    4.56e-02      9.68e-02    7.13e-02    3.6e-06
3037000      2.20e-01    3.70e-01      2.15e-02    2.65e-02      9.25e-02    1.70e-01    3.6e-06
3038000      4.43e-01    5.42e-02      9.23e-02    3.89e-03      1.55e-01    2.07e-02    3.6e-06
3039000      1.31e-01    3.11e-01      1.12e-02    4.24e-02      5.49e-02    1.38e-01    3.6e-06
3040000      1.98e-01    6.85e-02      1.17e-02    6.37e-03      8.94e-02    2.11e-02    3.5e-06
3041000      1.12e-01    7.65e-02      8.77e-03    6.96e-03      5.00e-02    2.38e-02    3.5e-06
3042000      7.46e-02    1.18e-01      6.65e-03    6.08e-03      2.90e-02    5.02e-02    3.5e-06
3043000      1.49e-01    9.39e-02      1.19e-02    1.24e-03      6.64e-02    4.39e-02    3.5e-06
3044000      1.97e-01    2.37e-01      2.74e-02    5.24e-02      7.57e-02    3.87e-02    3.5e-06
3045000      1.00e-01    1.75e-01      1.72e-02    1.20e-03      3.46e-02    8.26e-02    3.5e-06
3046000      8.67e-02    1.09e-01      8.10e-03    1.13e-02      3.70e-02    2.57e-02    3.5e-06
3047000      1.38e-01    7.11e-02      1.28e-02    3.45e-03      5.39e-02    3.27e-02    3.5e-06
3048000      1.13e-01    7.52e-01      7.10e-03    5.89e-02      5.14e-02    3.49e-01    3.5e-06
3049000      8.48e-02    1.90e-01      5.33e-03    2.04e-03      3.72e-02    8.91e-02    3.5e-06
3050000      5.50e-02    3.81e-01      3.66e-03    1.10e-01      2.26e-02    1.05e-01    3.5e-06
3051000      8.60e-02    5.45e-02      6.87e-03    1.31e-03      3.91e-02    2.53e-02    3.5e-06
3052000      2.77e-01    2.26e-01      6.75e-02    7.06e-02      1.02e-01    7.66e-02    3.5e-06
3053000      1.08e-01    6.98e-02      8.12e-03    6.67e-03      4.83e-02    2.06e-02    3.5e-06
3054000      1.59e-01    4.05e-02      3.44e-02    2.27e-04      5.95e-02    1.92e-02    3.5e-06
3055000      9.58e-02    1.26e-01      7.09e-03    1.53e-03      3.58e-02    5.98e-02    3.4e-06
3056000      9.52e-02    7.02e-01      8.35e-03    5.45e-02      3.83e-02    3.28e-01    3.4e-06
3057000      3.20e-01    7.52e-02      8.17e-02    2.45e-03      8.49e-02    3.44e-02    3.4e-06
3058000      3.51e-01    4.98e-01      3.46e-02    1.86e-01      1.50e-01    9.54e-02    3.4e-06
3059000      1.44e-01    6.68e-02      2.81e-02    4.24e-03      4.82e-02    3.02e-02    3.4e-06
3060000      1.42e-01    1.82e-01      4.99e-03    3.65e-02      6.64e-02    3.91e-02    3.4e-06
3061000      1.14e-01    1.29e-01      1.71e-02    4.80e-04      4.09e-02    6.17e-02    3.4e-06
3062000      7.67e-02    4.87e-02      2.72e-03    4.23e-04      3.51e-02    2.32e-02    3.4e-06
3063000      1.24e-01    8.17e-02      1.09e-02    2.10e-03      5.52e-02    3.81e-02    3.4e-06
3064000      2.06e-01    8.34e-02      2.89e-02    4.91e-03      8.50e-02    3.48e-02    3.4e-06
3065000      2.03e-01    1.79e-01      3.19e-02    7.82e-03      6.56e-02    8.00e-02    3.4e-06
3066000      1.05e-01    3.13e-02      8.70e-03    1.82e-03      4.59e-02    1.32e-02    3.4e-06
3067000      8.58e-02    2.85e-01      7.04e-03    2.28e-02      3.67e-02    1.32e-01    3.4e-06
3068000      1.57e-01    1.30e-01      1.55e-02    4.43e-03      7.05e-02    6.16e-02    3.4e-06
3069000      1.24e-01    9.93e-02      1.54e-02    7.40e-04      5.35e-02    4.74e-02    3.4e-06
3070000      1.52e-01    4.95e-02      2.28e-02    5.13e-04      6.52e-02    2.37e-02    3.3e-06
3071000      1.50e-01    6.19e-02      1.58e-02    7.10e-04      6.12e-02    2.96e-02    3.3e-06
3072000      8.28e-02    4.82e-02      2.47e-03    1.51e-02      3.94e-02    1.95e-02    3.3e-06
3073000      1.28e-01    4.97e-02      1.62e-02    1.53e-03      5.33e-02    2.31e-02    3.3e-06
3074000      2.00e-01    5.03e-02      2.86e-02    5.22e-04      6.48e-02    2.41e-02    3.3e-06
3075000      1.06e-01    1.96e-01      1.99e-02    2.60e-03      3.59e-02    9.44e-02    3.3e-06
3076000      8.62e-02    3.58e-02      5.82e-03    2.54e-04      3.89e-02    1.72e-02    3.3e-06
3077000      1.35e-01    4.09e-02      2.88e-02    1.58e-04      4.43e-02    1.97e-02    3.3e-06
3078000      2.02e-01    1.11e-01      3.12e-02    1.46e-03      8.24e-02    5.32e-02    3.3e-06
3079000      8.10e-02    6.76e-02      1.19e-02    1.15e-03      2.87e-02    3.23e-02    3.3e-06
3080000      4.09e-01    4.64e-02      1.13e-01    5.88e-04      1.45e-01    2.23e-02    3.3e-06
3081000      2.17e-01    3.30e-01      1.80e-02    5.74e-02      9.70e-02    1.45e-01    3.3e-06
3082000      1.53e-01    3.84e-01      1.76e-02    4.88e-02      6.11e-02    1.77e-01    3.3e-06
3083000      2.41e-01    6.32e-02      4.35e-02    1.60e-03      1.04e-01    2.99e-02    3.3e-06
3084000      1.14e-01    1.07e+00      1.61e-02    4.64e-02      4.77e-02    5.14e-01    3.3e-06
3085000      6.68e-02    4.70e-02      2.00e-03    1.41e-03      3.16e-02    2.21e-02    3.2e-06
3086000      1.27e-01    5.14e-02      1.38e-02    3.54e-04      5.18e-02    2.49e-02    3.2e-06
3087000      1.12e-01    2.19e-01      7.98e-03    3.40e-02      4.89e-02    9.39e-02    3.2e-06
3088000      1.16e-01    5.33e-02      8.17e-03    1.67e-03      5.35e-02    2.50e-02    3.2e-06
3089000      1.76e-01    1.36e-01      1.73e-02    1.94e-02      6.75e-02    4.74e-02    3.2e-06
3090000      2.31e-01    5.95e-02      2.77e-02    1.19e-03      9.36e-02    2.86e-02    3.2e-06
3091000      3.23e-01    4.23e-02      3.20e-02    3.21e-03      1.44e-01    1.63e-02    3.2e-06
3092000      1.17e-01    6.74e-02      8.22e-03    2.18e-03      5.13e-02    3.16e-02    3.2e-06
3093000      2.59e-01    1.47e-01      1.38e-02    2.75e-02      1.17e-01    3.73e-02    3.2e-06
3094000      9.23e-02    6.29e-02      1.14e-02    4.47e-03      3.70e-02    2.45e-02    3.2e-06
3095000      9.53e-02    1.23e-01      1.22e-02    1.27e-03      4.07e-02    6.03e-02    3.2e-06
3096000      1.37e-01    5.70e-02      8.54e-03    2.48e-04      6.11e-02    2.79e-02    3.2e-06
3097000      7.11e-02    3.19e-01      9.95e-03    3.76e-02      3.03e-02    1.48e-01    3.2e-06
3098000      1.44e-01    1.28e-01      1.10e-02    1.08e-02      6.29e-02    4.49e-02    3.2e-06
3099000      1.07e-01    1.67e-01      1.31e-02    3.29e-02      4.06e-02    4.25e-02    3.2e-06
3100000      7.48e-02    1.25e-01      1.23e-02    5.90e-03      2.99e-02    5.65e-02    3.2e-06
3101000      1.25e-01    1.86e-01      1.60e-02    3.95e-02      4.42e-02    2.93e-02    3.2e-06
3102000      1.13e-01    4.55e-02      9.65e-03    5.72e-04      5.25e-02    2.22e-02    3.2e-06
3103000      1.41e-01    3.98e-01      9.57e-03    1.14e-01      5.95e-02    1.15e-01    3.2e-06
3104000      1.11e-01    1.08e-01      7.41e-03    6.63e-04      5.07e-02    5.30e-02    3.2e-06
3105000      1.26e-01    5.32e-02      2.11e-02    2.14e-03      3.25e-02    2.48e-02    3.1e-06
3106000      2.57e-01    3.44e-02      5.18e-02    2.00e-03      7.10e-02    1.49e-02    3.1e-06
3107000      1.70e-01    5.12e-02      2.58e-02    1.18e-03      7.01e-02    2.48e-02    3.1e-06
3108000      2.67e-01    7.58e-02      3.49e-02    3.61e-03      1.12e-01    3.43e-02    3.1e-06
3109000      7.94e-02    1.18e-01      4.29e-03    1.80e-03      3.74e-02    5.78e-02    3.1e-06
3110000      1.96e-01    5.93e-02      2.21e-02    1.95e-04      8.75e-02    2.93e-02    3.1e-06
3111000      1.67e-01    4.81e-02      3.54e-02    2.34e-03      6.19e-02    2.18e-02    3.1e-06
3112000      8.54e-02    1.98e-01      4.29e-03    4.07e-02      3.98e-02    4.81e-02    3.1e-06
3113000      1.72e-01    1.89e-01      1.04e-02    6.80e-03      8.01e-02    8.93e-02    3.1e-06
3114000      2.14e-01    2.22e-01      3.02e-02    6.12e-03      8.43e-02    1.07e-01    3.1e-06
3115000      9.29e-02    6.27e-02      1.79e-02    5.73e-03      3.69e-02    2.09e-02    3.1e-06
3116000      1.73e-01    2.09e-01      1.58e-02    2.01e-02      7.76e-02    1.00e-01    3.1e-06
3117000      1.56e-01    6.14e-02      3.31e-02    1.24e-04      5.02e-02    3.04e-02    3.1e-06
3118000      1.02e-01    5.53e-01      2.09e-02    1.17e-01      3.10e-02    2.35e-01    3.1e-06
3119000      9.33e-02    5.81e-02      7.71e-03    9.18e-03      4.21e-02    1.82e-02    3.1e-06
3120000      1.13e-01    2.08e-01      1.56e-02    4.70e-02      4.46e-02    2.89e-02    3.0e-06
3121000      9.82e-02    2.48e-01      1.02e-02    4.41e-02      4.49e-02    7.49e-02    3.0e-06
3122000      1.43e-01    3.47e-01      1.76e-02    5.26e-02      6.57e-02    1.60e-01    3.0e-06
3123000      1.28e-01    5.84e-02      1.04e-02    6.07e-04      5.79e-02    2.89e-02    3.0e-06
3124000      1.18e-01    2.11e-01      9.92e-03    3.91e-02      5.11e-02    9.54e-02    3.0e-06
3125000      3.05e-01    7.83e-02      5.21e-02    1.74e-03      1.08e-01    3.84e-02    3.0e-06
3126000      9.33e-02    4.26e-02      6.26e-03    2.56e-03      4.41e-02    1.85e-02    3.0e-06
3127000      1.87e-01    3.61e-02      1.84e-02    1.11e-04      7.62e-02    1.80e-02    3.0e-06
3128000      1.40e-01    4.05e-02      1.71e-02    5.35e-05      5.86e-02    2.02e-02    3.0e-06
3129000      1.33e-01    3.00e-01      1.04e-02    7.27e-02      6.29e-02    1.21e-01    3.0e-06
3130000      7.12e-02    8.13e-02      3.35e-03    4.73e-03      3.45e-02    3.57e-02    3.0e-06
3131000      2.96e-01    1.30e-01      4.01e-02    1.52e-02      1.32e-01    5.29e-02    3.0e-06
3132000      1.36e-01    5.05e-02      1.79e-02    1.34e-03      4.39e-02    2.47e-02    3.0e-06
3133000      2.58e-01    5.52e-01      3.63e-02    7.93e-02      1.06e-01    2.59e-01    3.0e-06
3134000      3.82e-01    4.56e-02      1.04e-01    9.62e-04      1.15e-01    2.25e-02    3.0e-06
3135000      7.46e-02    1.15e-01      4.18e-03    5.11e-03      3.62e-02    5.64e-02    3.0e-06
3136000      7.52e-02    5.81e-02      3.25e-03    1.77e-03      3.66e-02    2.83e-02    3.0e-06
3137000      1.51e-01    4.81e-02      1.02e-02    3.13e-03      7.08e-02    2.05e-02    3.0e-06
3138000      2.31e-01    1.14e-01      3.17e-02    5.83e-03      8.23e-02    5.52e-02    3.0e-06
3139000      2.40e-01    9.58e-01      5.15e-02    2.36e-02      8.50e-02    4.81e-01    3.0e-06
3140000      6.74e-02    3.30e-02      3.95e-03    1.38e-03      3.07e-02    1.57e-02    2.9e-06
3141000      9.33e-02    4.68e-02      6.42e-03    7.48e-04      4.39e-02    2.34e-02    2.9e-06
3142000      1.98e-01    3.87e-02      3.01e-02    2.53e-03      6.63e-02    1.65e-02    2.9e-06
3143000      1.43e-01    1.04e-01      1.22e-02    9.29e-06      6.67e-02    5.23e-02    2.9e-06
3144000      2.30e-01    1.98e-01      1.50e-02    6.01e-03      1.09e-01    9.67e-02    2.9e-06
3145000      2.94e-01    1.25e-01      6.93e-02    7.13e-03      1.22e-01    6.08e-02    2.9e-06
3146000      1.18e-01    3.61e-01      1.51e-02    1.05e-01      4.02e-02    9.04e-02    2.9e-06
3147000      2.03e-01    5.63e-02      3.06e-02    5.79e-03      7.60e-02    1.57e-02    2.9e-06
3148000      1.57e-01    4.67e-01      2.37e-02    1.37e-01      6.03e-02    1.33e-01    2.9e-06
3149000      2.37e-01    2.77e-01      3.28e-02    2.36e-02      9.37e-02    1.28e-01    2.9e-06
3150000      2.45e-01    1.48e-01      4.96e-02    2.58e-02      7.64e-02    3.90e-02    2.9e-06
3151000      9.57e-02    5.73e-01      7.69e-03    1.64e-01      3.69e-02    1.25e-01    2.9e-06
3152000      8.93e-02    2.48e-01      7.99e-03    7.91e-03      3.93e-02    1.24e-01    2.9e-06
3153000      9.72e-02    5.12e-01      1.07e-02    1.24e-01      4.09e-02    1.90e-01    2.9e-06
3154000      1.53e-01    5.49e-02      3.70e-02    2.34e-03      4.57e-02    2.61e-02    2.9e-06
3155000      1.16e-01    6.27e-02      9.65e-03    1.22e-02      5.22e-02    1.81e-02    2.8e-06
3156000      3.40e-01    6.90e-02      3.59e-02    3.55e-03      1.49e-01    3.41e-02    2.8e-06
3157000      2.27e-01    4.55e-01      2.88e-02    1.02e-01      9.90e-02    1.80e-01    2.8e-06
3158000      8.94e-02    2.20e-01      5.50e-03    1.91e-02      4.21e-02    1.10e-01    2.8e-06
3159000      1.17e-01    3.16e-01      7.84e-03    1.08e-01      5.55e-02    1.04e-01    2.8e-06
3160000      1.69e-01    1.45e-01      1.29e-02    9.09e-03      7.54e-02    6.28e-02    2.8e-06
3161000      2.09e-01    7.76e-02      9.12e-03    3.23e-03      1.00e-01    3.73e-02    2.8e-06
3162000      4.86e-02    7.13e-02      4.77e-03    4.94e-03      1.99e-02    3.58e-02    2.8e-06
3163000      1.12e-01    4.13e-01      1.68e-02    1.34e-02      4.21e-02    2.10e-01    2.8e-06
3164000      8.27e-02    2.77e-01      9.30e-03    5.02e-02      3.28e-02    1.25e-01    2.8e-06
3165000      1.12e-01    1.47e-01      1.29e-02    2.63e-02      4.60e-02    3.62e-02    2.8e-06
3166000      1.66e-01    4.23e-02      2.19e-02    1.48e-04      7.57e-02    2.17e-02    2.8e-06
3167000      1.08e-01    2.09e-01      2.03e-02    8.49e-02      4.23e-02    4.57e-02    2.8e-06
3168000      9.18e-02    2.50e-01      6.01e-03    3.85e-02      4.36e-02    1.19e-01    2.8e-06
3169000      1.79e-01    1.74e-01      3.06e-02    1.15e-03      7.71e-02    8.92e-02    2.8e-06
3170000      3.62e-01    6.07e-02      7.64e-02    7.94e-04      1.15e-01    3.11e-02    2.8e-06
3171000      1.35e-01    2.28e-01      2.09e-02    1.29e-03      5.11e-02    1.17e-01    2.8e-06
3172000      1.05e-01    4.21e-02      1.14e-02    8.50e-04      4.90e-02    2.14e-02    2.8e-06
3173000      1.42e-01    6.71e-02      6.34e-03    6.83e-03      7.08e-02    1.95e-02    2.8e-06
3174000      4.00e-01    4.69e-02      4.32e-02    1.60e-03      1.71e-01    2.32e-02    2.8e-06
3175000      3.24e-01    4.68e-01      5.46e-02    5.45e-02      1.48e-01    2.23e-01    2.7e-06
3176000      1.94e-01    2.60e-01      1.50e-02    5.17e-02      9.72e-02    1.11e-01    2.7e-06
3177000      7.04e-02    5.22e-01      9.18e-03    6.63e-02      2.97e-02    2.56e-01    2.7e-06
3178000      7.57e-02    1.43e-01      4.03e-03    7.56e-03      3.60e-02    7.31e-02    2.7e-06
3179000      6.36e-02    2.33e-01      6.42e-03    4.78e-02      3.07e-02    9.48e-02    2.7e-06
3180000      1.02e-01    2.97e-01      1.50e-02    3.85e-02      4.39e-02    1.42e-01    2.7e-06
3181000      1.64e-01    8.41e-02      2.04e-02    7.04e-03      6.90e-02    3.16e-02    2.7e-06
3182000      2.55e-01    1.54e-01      5.13e-02    1.63e-03      8.18e-02    7.97e-02    2.7e-06
3183000      1.50e-01    2.56e-01      1.11e-02    6.07e-02      7.13e-02    8.82e-02    2.7e-06
3184000      1.36e-01    3.73e-02      1.34e-02    6.82e-04      6.46e-02    1.91e-02    2.7e-06
3185000      8.28e-02    2.05e-01      5.71e-03    5.15e-03      4.14e-02    1.06e-01    2.7e-06
3186000      8.85e-02    1.96e-01      3.29e-03    3.29e-02      4.47e-02    6.03e-02    2.7e-06
3187000      1.36e-01    1.57e-01      1.55e-02    6.99e-03      5.94e-02    7.93e-02    2.7e-06
3188000      3.83e-01    3.98e-02      4.24e-02    1.22e-03      1.86e-01    2.01e-02    2.7e-06
3189000      2.86e-01    5.73e-02      3.32e-02    6.89e-03      1.35e-01    2.57e-02    2.7e-06
3190000      1.56e-01    1.22e-01      1.84e-02    3.61e-04      6.46e-02    6.37e-02    2.7e-06
3191000      1.38e-01    3.25e-01      1.67e-02    7.23e-02      5.72e-02    1.47e-01    2.7e-06
3192000      2.75e-01    6.43e-02      2.98e-02    7.10e-04      1.32e-01    3.35e-02    2.7e-06
3193000      7.60e-02    6.60e-02      6.38e-03    1.30e-03      3.72e-02    3.40e-02    2.7e-06
3194000      8.11e-02    4.17e-01      3.00e-03    1.09e-01      4.17e-02    1.36e-01    2.7e-06
3195000      8.82e-02    9.25e-02      5.84e-03    1.71e-03      4.37e-02    4.79e-02    2.6e-06
3196000      6.45e-02    2.76e-01      4.76e-03    1.06e-02      3.19e-02    1.44e-01    2.6e-06
3197000      1.02e-01    3.22e-02      3.94e-03    7.97e-04      5.16e-02    1.66e-02    2.6e-06
3198000      1.56e-01    7.51e-02      1.46e-02    4.04e-04      7.44e-02    3.93e-02    2.6e-06
3199000      1.41e-01    5.50e-02      1.89e-02    9.33e-04      6.67e-02    2.86e-02    2.6e-06
3200000      1.84e-01    8.89e-02      2.75e-02    8.31e-03      8.36e-02    2.98e-02    2.6e-06
3201000      3.78e-01    4.88e-02      6.65e-02    2.69e-03      1.50e-01    2.30e-02    2.6e-06
3202000      1.69e-01    7.25e-02      4.84e-03    2.85e-03      8.67e-02    3.61e-02    2.6e-06
3203000      1.16e-01    5.12e-02      1.23e-02    9.92e-04      4.88e-02    2.66e-02    2.6e-06
3204000      6.04e-02    9.45e-02      5.02e-03    1.82e-02      2.87e-02    2.53e-02    2.6e-06
3205000      1.29e-01    3.63e-02      2.24e-02    1.98e-04      5.16e-02    1.91e-02    2.6e-06
3206000      7.91e-02    3.04e-02      1.13e-02    8.24e-04      3.23e-02    1.56e-02    2.6e-06
3207000      9.70e-02    6.08e-02      9.71e-03    3.42e-03      4.66e-02    2.84e-02    2.6e-06
3208000      8.96e-02    3.24e-02      1.33e-02    9.78e-05      3.35e-02    1.71e-02    2.6e-06
3209000      1.17e-01    8.43e-02      1.09e-02    5.27e-04      4.93e-02    4.44e-02    2.6e-06
3210000      1.45e-01    4.52e-02      1.30e-02    6.16e-04      7.29e-02    2.38e-02    2.6e-06
3211000      3.02e-01    6.36e-02      5.13e-02    2.31e-03      1.38e-01    3.22e-02    2.6e-06
3212000      1.46e-01    1.11e-01      9.58e-03    1.45e-03      7.11e-02    5.86e-02    2.6e-06
3213000      1.00e-01    6.77e-02      9.40e-03    4.86e-03      4.54e-02    2.89e-02    2.6e-06
3214000      9.46e-02    8.37e-02      1.03e-02    2.68e-03      4.52e-02    4.37e-02    2.6e-06
3215000      9.00e-02    3.55e-01      9.06e-03    9.95e-02      4.21e-02    8.80e-02    2.5e-06
3216000      1.38e-01    2.73e-01      1.33e-02    5.87e-02      6.55e-02    1.27e-01    2.5e-06
3217000      5.30e-02    3.56e-02      3.00e-03    8.88e-04      2.30e-02    1.85e-02    2.5e-06
3218000      1.08e-01    2.52e-01      1.91e-02    4.91e-02      3.26e-02    1.15e-01    2.5e-06
3219000      1.03e-01    2.04e-01      6.87e-03    4.64e-02      4.54e-02    1.41e-02    2.5e-06
3220000      7.07e-02    1.53e-01      8.59e-03    2.43e-02      3.09e-02    5.10e-02    2.5e-06
3221000      9.35e-02    3.13e-01      6.48e-03    8.32e-02      4.48e-02    1.34e-01    2.5e-06
3222000      4.04e-01    2.26e-01      2.88e-02    3.31e-02      2.01e-01    8.59e-02    2.5e-06
3223000      1.12e-01    3.47e-02      8.86e-03    2.11e-04      5.39e-02    1.84e-02    2.5e-06
3224000      8.37e-02    7.16e-02      3.52e-03    5.91e-03      4.31e-02    2.74e-02    2.5e-06
3225000      7.83e-02    4.06e-01      5.25e-03    9.55e-02      3.81e-02    1.91e-01    2.5e-06
3226000      1.38e-01    1.03e-01      1.13e-02    1.09e-02      6.99e-02    4.66e-02    2.5e-06
3227000      1.11e-01    2.07e-01      6.22e-03    4.50e-02      5.63e-02    4.24e-02    2.5e-06
3228000      2.49e-01    3.22e-01      5.19e-02    4.25e-02      1.04e-01    1.37e-01    2.5e-06
3229000      1.34e-01    1.66e-01      1.48e-02    3.66e-02      5.98e-02    3.16e-02    2.5e-06
3230000      1.97e-01    5.75e-02      2.89e-02    6.97e-04      8.52e-02    3.07e-02    2.5e-06
3231000      9.11e-02    4.02e-01      1.51e-02    1.03e-01      3.55e-02    1.27e-01    2.5e-06
3232000      3.53e-01    2.71e-02      5.22e-02    8.22e-04      1.67e-01    1.41e-02    2.5e-06
3233000      7.19e-02    3.91e-01      3.96e-03    1.16e-01      3.26e-02    1.16e-01    2.5e-06
3234000      1.47e-01    1.45e-01      1.30e-02    2.10e-03      6.64e-02    7.78e-02    2.5e-06
3235000      6.50e-02    4.39e-02      2.84e-03    2.33e-03      3.35e-02    2.13e-02    2.5e-06
3236000      9.99e-02    3.35e-01      2.51e-03    4.15e-02      5.24e-02    1.72e-01    2.5e-06
3237000      2.23e-01    5.06e-01      4.36e-02    3.03e-02      9.47e-02    2.69e-01    2.5e-06
3238000      2.11e-01    5.58e-02      5.31e-02    2.01e-03      7.49e-02    2.87e-02    2.5e-06
3239000      2.24e-01    8.89e-01      2.79e-02    3.10e-02      1.03e-01    4.77e-01    2.5e-06
3240000      1.71e-01    1.35e-01      2.44e-02    5.86e-03      6.56e-02    6.82e-02    2.4e-06
3241000      9.71e-02    3.93e-01      1.93e-02    1.30e-01      3.86e-02    7.68e-02    2.4e-06
3242000      1.07e-01    2.83e-01      1.05e-02    8.78e-03      4.87e-02    1.47e-01    2.4e-06
3243000      1.15e-01    2.33e-01      1.25e-02    3.93e-02      5.37e-02    1.07e-01    2.4e-06
3244000      8.36e-02    6.12e-02      9.61e-03    5.52e-03      4.06e-02    2.23e-02    2.4e-06
3245000      1.17e-01    3.30e-02      2.04e-02    4.44e-04      4.97e-02    1.78e-02    2.4e-06
3246000      7.82e-02    6.64e-02      4.97e-03    3.20e-03      3.90e-02    3.29e-02    2.4e-06
3247000      5.87e-02    6.62e-02      5.51e-03    3.37e-03      2.65e-02    3.25e-02    2.4e-06
3248000      8.25e-02    7.73e-02      9.23e-03    3.25e-03      3.95e-02    3.92e-02    2.4e-06
3249000      2.21e-01    3.03e-02      3.06e-02    9.97e-05      1.07e-01    1.64e-02    2.4e-06
3250000      9.46e-02    1.92e-01      4.38e-03    7.29e-02      4.95e-02    5.50e-02    2.4e-06
3251000      1.52e-01    8.18e-02      2.41e-02    6.99e-04      6.92e-02    4.43e-02    2.4e-06
3252000      8.23e-02    1.69e-01      8.99e-03    8.34e-03      3.35e-02    8.35e-02    2.4e-06
3253000      9.01e-02    5.88e-02      7.51e-03    5.93e-03      4.60e-02    1.83e-02    2.4e-06
3254000      9.62e-02    1.49e-01      1.64e-02    2.54e-02      3.26e-02    5.04e-02    2.4e-06
3255000      5.93e-02    1.03e-01      7.49e-03    4.11e-03      2.85e-02    5.51e-02    2.4e-06
3256000      9.07e-02    1.57e-01      6.66e-03    1.25e-02      4.14e-02    7.85e-02    2.4e-06
3257000      1.83e-01    8.39e-02      1.76e-02    2.85e-03      8.14e-02    4.50e-02    2.4e-06
3258000      1.56e-01    6.87e-02      1.02e-02    1.27e-03      8.19e-02    3.70e-02    2.4e-06
3259000      5.55e-02    5.89e-02      6.02e-03    1.74e-05      2.66e-02    3.21e-02    2.4e-06
3260000      1.29e-01    3.99e-02      1.04e-02    5.77e-04      6.11e-02    2.17e-02    2.3e-06
3261000      1.54e-01    1.03e+00      1.28e-02    8.91e-02      7.84e-02    5.44e-01    2.3e-06
3262000      8.16e-02    6.31e-02      1.13e-02    1.10e-02      3.94e-02    2.24e-02    2.3e-06
3263000      8.83e-02    6.06e-02      8.44e-03    4.48e-03      4.29e-02    2.60e-02    2.3e-06
3264000      2.63e-01    1.08e-01      6.89e-02    1.40e-03      8.89e-02    5.88e-02    2.3e-06
3265000      3.14e-01    7.54e-02      4.70e-02    1.56e-02      1.51e-01    1.31e-02    2.3e-06
