#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 258000      1.78e+00    5.22e+00      3.57e-02    4.45e-02      7.10e-02    2.09e-01    6.2e-04
 259000      2.25e+00    6.48e+00      9.83e-02    1.62e-01      8.99e-02    2.60e-01    6.2e-04
 260000      2.45e+00    1.01e+01      9.12e-02    1.64e-01      9.74e-02    4.06e-01    6.2e-04
 261000      2.77e+00    5.89e+00      7.45e-02    3.59e-02      1.11e-01    2.37e-01    6.2e-04
 262000      3.75e+00    8.81e+00      4.44e-02    8.78e-02      1.51e-01    3.55e-01    6.2e-04
 263000      1.97e+00    2.09e+00      5.79e-02    3.63e-02      7.91e-02    8.38e-02    6.2e-04
 264000      7.22e+00    4.74e+00      6.97e-02    1.50e-01      2.91e-01    1.91e-01    6.2e-04
 265000      1.81e+00    5.42e+00      6.31e-02    2.15e-01      7.28e-02    2.19e-01    6.1e-04
 266000      1.46e+00    8.47e-01      5.67e-02    2.56e-02      5.82e-02    3.38e-02    6.1e-04
 267000      1.83e+00    4.45e+00      3.79e-02    1.25e-01      7.39e-02    1.80e-01    6.1e-04
 268000      3.93e+00    2.35e+00      1.28e-01    9.55e-02      1.58e-01    9.46e-02    6.1e-04
 269000      3.51e+00    1.74e+00      1.53e-01    7.61e-02      1.41e-01    6.84e-02    6.1e-04
 270000      3.41e+00    8.84e+00      8.60e-02    3.31e-01      1.38e-01    3.59e-01    6.1e-04
 271000      2.18e+00    1.69e+00      5.62e-02    4.38e-02      8.83e-02    6.82e-02    6.1e-04
 272000      3.58e+00    4.52e+00      1.10e-01    1.24e-01      1.45e-01    1.83e-01    6.1e-04
 273000      5.30e+00    1.12e+00      1.63e-01    1.77e-03      2.15e-01    4.54e-02    6.1e-04
 274000      2.76e+00    7.62e-01      9.62e-02    8.47e-03      1.12e-01    3.09e-02    6.1e-04
 275000      5.49e+00    1.32e+00      2.11e-01    1.28e-02      2.22e-01    5.40e-02    6.0e-04
 276000      4.06e+00    1.07e+00      7.83e-02    3.89e-02      1.65e-01    4.30e-02    6.0e-04
 277000      3.27e+00    6.55e+00      8.66e-02    2.60e-02      1.33e-01    2.67e-01    6.0e-04
 278000      2.09e+00    9.78e+00      3.12e-02    1.35e-01      8.50e-02    3.99e-01    6.0e-04
 279000      1.32e+00    1.23e+00      4.23e-02    1.22e-02      5.33e-02    5.03e-02    6.0e-04
 280000      1.83e+00    1.61e+00      8.92e-02    2.03e-02      7.35e-02    6.59e-02    5.9e-04
 281000      2.31e+00    1.35e+00      2.19e-02    2.11e-02      9.44e-02    5.51e-02    5.9e-04
 282000      3.66e+00    4.97e+00      1.05e-01    7.71e-01      1.48e-01    2.00e-01    5.9e-04
 283000      5.37e+00    2.06e+00      1.52e-01    3.38e-02      2.19e-01    8.42e-02    5.9e-04
 284000      4.00e+00    7.61e-01      9.43e-02    9.83e-03      1.64e-01    3.11e-02    5.9e-04
 285000      5.40e+00    1.33e+00      2.10e-01    2.08e-02      2.22e-01    5.46e-02    5.9e-04
 286000      1.67e+00    4.17e+00      5.20e-02    7.45e-02      6.75e-02    1.72e-01    5.9e-04
 287000      2.65e+00    1.80e+00      7.87e-02    3.39e-02      1.09e-01    7.37e-02    5.9e-04
 288000      2.81e+00    5.80e-01      6.73e-02    8.81e-03      1.15e-01    2.38e-02    5.9e-04
 289000      1.57e+00    9.51e-01      4.25e-02    1.98e-02      6.45e-02    3.89e-02    5.9e-04
 290000      2.44e+00    6.89e-01      2.48e-02    2.81e-03      1.01e-01    2.85e-02    5.8e-04
 291000      6.73e+00    3.53e+00      7.53e-02    1.54e-01      2.79e-01    1.45e-01    5.8e-04
 292000      1.86e+00    8.43e-01      3.01e-02    1.11e-02      7.65e-02    3.48e-02    5.8e-04
 293000      3.51e+00    2.64e+00      3.70e-02    1.02e-02      1.45e-01    1.09e-01    5.8e-04
 294000      1.84e+00    2.03e+00      5.07e-02    8.15e-02      7.59e-02    8.31e-02    5.8e-04
 295000      2.41e+00    1.05e+00      6.38e-02    5.86e-03      1.00e-01    4.38e-02    5.8e-04
 296000      2.11e+00    2.15e+00      1.19e-01    4.54e-02      8.56e-02    8.90e-02    5.8e-04
 297000      2.47e+00    1.56e+00      5.60e-02    3.34e-02      1.02e-01    6.43e-02    5.8e-04
 298000      1.90e+00    4.54e+00      6.05e-02    1.99e-02      7.78e-02    1.89e-01    5.8e-04
 299000      1.51e+00    7.96e-01      4.98e-02    1.27e-03      6.20e-02    3.31e-02    5.8e-04
 300000      2.35e+00    5.46e+00      5.97e-02    1.96e-01      9.82e-02    2.27e-01    5.7e-04
 301000      1.93e+00    3.67e+00      4.19e-02    2.10e-02      8.03e-02    1.53e-01    5.7e-04
 302000      9.96e-01    6.34e+00      4.49e-02    2.31e-02      4.08e-02    2.65e-01    5.7e-04
 303000      6.35e+00    7.93e-01      2.76e-02    1.63e-02      2.65e-01    3.29e-02    5.7e-04
 304000      4.11e+00    2.27e+00      1.16e-01    2.96e-02      1.72e-01    9.44e-02    5.7e-04
 305000      2.65e+00    1.85e+00      3.71e-02    3.35e-02      1.11e-01    7.74e-02    5.7e-04
 306000      5.12e+00    3.88e+00      3.33e-02    1.61e-01      2.15e-01    1.62e-01    5.7e-04
 307000      1.87e+00    1.75e+00      3.85e-02    1.24e-02      7.80e-02    7.32e-02    5.7e-04
 308000      2.87e+00    1.14e+00      3.07e-02    2.94e-02      1.20e-01    4.75e-02    5.7e-04
 309000      1.64e+00    1.13e+00      1.84e-02    1.07e-02      6.86e-02    4.73e-02    5.7e-04
 310000      1.80e+00    5.68e+00      3.30e-02    1.14e-01      7.57e-02    2.39e-01    5.6e-04
 311000      3.24e+00    4.12e+00      1.48e-01    4.40e-02      1.35e-01    1.73e-01    5.6e-04
 312000      1.59e+00    2.13e+00      4.01e-02    1.07e-01      6.64e-02    8.88e-02    5.6e-04
 313000      1.87e+00    4.11e+00      2.62e-02    5.41e-03      7.85e-02    1.73e-01    5.6e-04
 314000      1.36e+00    4.06e+00      3.40e-02    1.12e-01      5.72e-02    1.71e-01    5.6e-04
 315000      2.19e+00    5.54e+00      5.66e-02    1.11e-01      9.25e-02    2.34e-01    5.6e-04
 316000      2.48e+00    1.38e+00      5.26e-02    6.55e-02      1.05e-01    5.63e-02    5.6e-04
 317000      1.75e+00    1.90e+00      3.51e-02    1.92e-02      7.39e-02    8.03e-02    5.6e-04
 318000      3.00e+00    2.16e+00      2.40e-02    3.01e-02      1.27e-01    9.15e-02    5.6e-04
 319000      3.70e+00    8.15e+00      9.16e-02    5.27e-02      1.56e-01    3.45e-01    5.6e-04
 320000      5.73e+00    1.29e+00      1.16e-01    6.00e-03      2.44e-01    5.47e-02    5.5e-04
 321000      5.44e+00    7.59e-01      5.92e-02    9.16e-03      2.32e-01    3.22e-02    5.5e-04
 322000      1.45e+00    7.88e-01      1.70e-02    1.06e-02      6.14e-02    3.35e-02    5.5e-04
 323000      2.78e+00    1.09e+00      5.05e-02    1.97e-02      1.18e-01    4.60e-02    5.5e-04
 324000      6.12e+00    2.36e+00      5.47e-02    2.46e-02      2.60e-01    1.00e-01    5.5e-04
 325000      4.59e+00    1.64e+00      2.01e-02    4.87e-02      1.96e-01    7.00e-02    5.5e-04
 326000      2.07e+00    6.67e-01      3.09e-02    1.42e-02      8.84e-02    2.83e-02    5.5e-04
 327000      3.74e+00    1.59e+00      7.50e-02    1.88e-02      1.59e-01    6.77e-02    5.5e-04
 328000      8.75e+00    1.48e+01      1.02e-01    1.79e-01      3.73e-01    6.32e-01    5.5e-04
 329000      1.59e+00    8.45e+00      5.42e-02    6.98e-02      6.68e-02    3.61e-01    5.5e-04
 330000      1.68e+00    2.52e+00      2.82e-02    2.33e-02      7.17e-02    1.08e-01    5.4e-04
 331000      6.99e+00    2.28e+00      8.03e-02    3.79e-02      3.00e-01    9.79e-02    5.4e-04
 332000      3.15e+00    9.22e+00      4.73e-02    3.55e-01      1.35e-01    3.95e-01    5.4e-04
 333000      2.51e+00    1.68e+00      2.34e-02    6.24e-03      1.08e-01    7.20e-02    5.4e-04
 334000      1.73e+00    6.81e-01      1.74e-02    1.71e-02      7.41e-02    2.90e-02    5.4e-04
 335000      2.08e+00    1.57e+00      3.84e-02    6.89e-03      8.94e-02    6.78e-02    5.4e-04
 336000      1.79e+00    6.50e-01      5.02e-02    2.10e-02      7.69e-02    2.76e-02    5.4e-04
 337000      4.89e+00    1.04e+00      4.75e-02    3.50e-02      2.10e-01    4.42e-02    5.4e-04
 338000      7.59e+00    1.52e+00      8.24e-02    6.12e-03      3.27e-01    6.55e-02    5.4e-04
 339000      2.45e+00    1.11e+00      4.53e-02    6.37e-03      1.06e-01    4.78e-02    5.4e-04
 340000      1.59e+00    1.08e+00      2.61e-02    2.43e-02      6.84e-02    4.63e-02    5.3e-04
 341000      2.48e+00    8.14e-01      6.58e-02    2.73e-02      1.07e-01    3.46e-02    5.3e-04
 342000      4.72e+00    1.48e+00      7.83e-02    1.46e-02      2.05e-01    6.42e-02    5.3e-04
 343000      2.26e+00    1.97e+00      2.11e-02    5.48e-02      9.77e-02    8.49e-02    5.3e-04
 344000      3.07e+00    1.52e+00      3.01e-02    4.43e-02      1.33e-01    6.51e-02    5.3e-04
 345000      1.56e+00    1.24e+00      4.63e-02    5.70e-03      6.76e-02    5.38e-02    5.3e-04
 346000      1.60e+00    5.99e+00      3.07e-02    5.76e-02      6.93e-02    2.61e-01    5.3e-04
 347000      2.87e+00    2.59e+00      4.23e-02    2.02e-02      1.25e-01    1.13e-01    5.3e-04
 348000      1.06e+00    4.38e-01      3.21e-02    2.12e-03      4.57e-02    1.91e-02    5.3e-04
 349000      1.19e+00    1.41e+00      3.31e-02    2.58e-02      5.10e-02    6.12e-02    5.3e-04
 350000      1.80e+00    2.34e+00      5.03e-02    1.83e-02      7.80e-02    1.02e-01    5.2e-04
 351000      1.92e+00    3.38e+00      3.78e-02    2.29e-01      8.39e-02    1.47e-01    5.2e-04
 352000      1.53e+00    2.45e+00      1.10e-02    4.04e-03      6.70e-02    1.07e-01    5.2e-04
 353000      5.10e+00    5.81e-01      1.86e-01    8.48e-03      2.22e-01    2.54e-02    5.2e-04
 354000      2.54e+00    1.74e+00      4.79e-02    1.59e-02      1.11e-01    7.61e-02    5.2e-04
 355000      1.40e+00    2.31e+00      2.95e-02    2.50e-02      6.14e-02    1.01e-01    5.2e-04
 356000      8.41e+00    7.71e-01      7.44e-02    5.11e-03      3.69e-01    3.39e-02    5.2e-04
 357000      2.03e+00    1.96e+00      5.28e-02    2.71e-02      8.90e-02    8.59e-02    5.2e-04
 358000      2.14e+00    2.40e+00      1.20e-01    1.79e-01      9.29e-02    1.03e-01    5.2e-04
 359000      1.46e+00    5.96e+00      1.82e-02    8.40e-02      6.42e-02    2.62e-01    5.2e-04
 360000      2.03e+00    5.57e-01      7.15e-02    1.01e-02      8.92e-02    2.45e-02    5.1e-04
 361000      1.53e+00    3.93e+00      4.44e-02    5.43e-02      6.70e-02    1.73e-01    5.1e-04
 362000      1.41e+00    6.77e+00      5.70e-02    1.66e-01      6.11e-02    2.99e-01    5.1e-04
 363000      1.86e+00    4.32e+00      5.82e-02    8.04e-02      8.15e-02    1.90e-01    5.1e-04
 364000      4.84e+00    5.27e+00      5.45e-02    2.40e-01      2.14e-01    2.32e-01    5.1e-04
 365000      1.64e+00    4.16e+00      1.71e-02    2.79e-01      7.28e-02    1.83e-01    5.1e-04
 366000      2.80e+00    2.57e+00      5.33e-02    5.18e-02      1.24e-01    1.14e-01    5.1e-04
 367000      1.32e+00    1.15e+00      3.30e-02    1.96e-03      5.81e-02    5.08e-02    5.1e-04
 368000      3.02e+00    1.22e+00      8.10e-02    2.69e-02      1.34e-01    5.38e-02    5.1e-04
 369000      2.18e+00    6.19e-01      4.45e-02    2.04e-02      9.67e-02    2.70e-02    5.1e-04
 370000      4.37e+00    1.51e+00      1.24e-01    1.19e-02      1.94e-01    6.73e-02    5.0e-04
 371000      2.74e+00    2.41e+00      1.58e-01    1.61e-02      1.21e-01    1.07e-01    5.0e-04
 372000      3.19e+00    4.73e+00      7.31e-02    3.76e-02      1.42e-01    2.11e-01    5.0e-04
 373000      1.65e+00    1.64e+00      2.97e-02    2.75e-02      7.27e-02    7.28e-02    5.0e-04
 374000      1.65e+00    3.01e+00      4.77e-02    9.82e-02      7.24e-02    1.33e-01    5.0e-04
 375000      2.91e+00    1.83e+00      5.40e-02    7.98e-03      1.30e-01    8.19e-02    5.0e-04
 376000      2.45e+00    1.33e+00      3.89e-02    2.32e-02      1.10e-01    5.91e-02    5.0e-04
 377000      2.73e+00    3.14e+00      7.04e-02    1.41e-03      1.21e-01    1.41e-01    5.0e-04
 378000      1.23e+00    9.32e-01      2.02e-02    6.94e-04      5.50e-02    4.17e-02    5.0e-04
 379000      2.80e+00    4.53e+00      1.08e-01    9.42e-02      1.25e-01    2.02e-01    5.0e-04
 380000      1.44e+00    5.39e+00      2.64e-02    4.92e-02      6.42e-02    2.42e-01    4.9e-04
 381000      2.61e+00    1.23e+00      3.06e-02    7.51e-04      1.17e-01    5.53e-02    4.9e-04
 382000      2.98e+00    6.85e-01      9.39e-02    1.52e-02      1.33e-01    3.06e-02    4.9e-04
 383000      4.07e+00    1.36e+00      1.17e-01    3.48e-02      1.83e-01    6.02e-02    4.9e-04
 384000      1.42e+00    1.47e+00      6.68e-03    2.87e-02      6.40e-02    6.58e-02    4.9e-04
 385000      3.50e+00    7.37e-01      1.00e-01    2.79e-02      1.57e-01    3.24e-02    4.9e-04
 386000      1.68e+00    1.57e+00      2.03e-02    2.44e-04      7.58e-02    7.10e-02    4.9e-04
 387000      1.66e+00    1.07e+00      1.63e-02    2.22e-03      7.48e-02    4.83e-02    4.9e-04
 388000      3.83e+00    9.93e-01      4.54e-02    2.09e-02      1.73e-01    4.45e-02    4.9e-04
 389000      1.88e+00    2.90e+00      4.47e-02    2.04e-01      8.46e-02    1.29e-01    4.9e-04
 390000      3.16e+00    6.67e-01      9.61e-02    3.16e-03      1.43e-01    3.03e-02    4.8e-04
 391000      2.90e+00    1.34e+00      1.24e-01    3.17e-04      1.30e-01    6.10e-02    4.8e-04
 392000      1.41e+00    9.20e-01      3.76e-02    1.77e-03      6.39e-02    4.18e-02    4.8e-04
 393000      1.95e+00    5.52e+00      3.65e-02    2.60e-02      8.80e-02    2.51e-01    4.8e-04
 394000      2.99e+00    2.27e+00      1.04e-01    4.13e-03      1.34e-01    1.03e-01    4.8e-04
 395000      2.49e+00    3.95e+00      5.48e-02    2.73e-01      1.13e-01    1.78e-01    4.8e-04
 396000      2.29e+00    7.63e-01      7.43e-02    5.67e-03      1.04e-01    3.48e-02    4.8e-04
 397000      1.53e+00    6.29e+00      6.92e-02    5.64e-01      6.88e-02    2.83e-01    4.8e-04
 398000      1.90e+00    4.91e+00      3.34e-02    3.65e-01      8.62e-02    2.22e-01    4.8e-04
 399000      1.66e+00    7.09e-01      6.75e-02    5.74e-02      7.52e-02    2.84e-02    4.8e-04
 400000      2.43e+00    4.45e+00      6.59e-02    1.85e-01      1.11e-01    2.03e-01    4.8e-04
 401000      4.16e+00    7.19e-01      9.63e-02    1.66e-02      1.90e-01    3.26e-02    4.8e-04
 402000      2.41e+00    1.11e+01      8.71e-02    1.03e-01      1.09e-01    5.11e-01    4.8e-04
 403000      2.06e+00    1.96e+00      6.53e-02    1.11e-02      9.39e-02    9.00e-02    4.8e-04
 404000      1.96e+00    3.21e+00      5.13e-02    1.26e-01      8.91e-02    1.47e-01    4.8e-04
 405000      2.11e+00    8.01e-01      8.72e-02    6.14e-03      9.56e-02    3.68e-02    4.7e-04
 406000      1.57e+00    2.79e+00      4.69e-02    6.50e-02      7.16e-02    1.28e-01    4.7e-04
 407000      1.49e+00    1.15e+00      4.51e-02    1.79e-02      6.85e-02    5.27e-02    4.7e-04
 408000      1.50e+00    7.35e-01      3.42e-02    1.22e-02      6.80e-02    3.37e-02    4.7e-04
 409000      3.84e+00    8.51e-01      1.31e-01    2.26e-02      1.76e-01    3.87e-02    4.7e-04
 410000      1.08e+00    1.17e+00      4.72e-02    8.31e-03      4.93e-02    5.38e-02    4.7e-04
 411000      1.61e+00    9.84e-01      3.16e-02    1.20e-01      7.43e-02    4.15e-02    4.7e-04
 412000      2.47e+00    6.43e-01      3.80e-02    1.24e-02      1.14e-01    2.96e-02    4.7e-04
 413000      2.84e+00    9.71e-01      6.26e-02    1.94e-02      1.30e-01    4.48e-02    4.7e-04
 414000      1.82e+00    5.89e-01      8.38e-02    2.83e-02      8.26e-02    2.61e-02    4.7e-04
 415000      4.10e+00    2.24e+00      1.32e-01    3.30e-02      1.89e-01    1.04e-01    4.6e-04
 416000      2.49e+00    5.04e-01      4.65e-02    2.58e-04      1.15e-01    2.34e-02    4.6e-04
 417000      1.92e+00    5.15e+00      1.03e-01    1.97e-01      8.55e-02    2.39e-01    4.6e-04
 418000      4.48e+00    1.56e+00      1.51e-01    9.25e-02      2.07e-01    7.13e-02    4.6e-04
 419000      3.89e+00    5.00e+00      1.03e-01    2.73e-01      1.80e-01    2.31e-01    4.6e-04
 420000      1.57e+00    3.37e+00      5.73e-02    9.83e-02      7.28e-02    1.57e-01    4.6e-04
 421000      1.71e+00    2.52e+00      8.29e-02    9.26e-02      7.74e-02    1.17e-01    4.6e-04
 422000      1.48e+00    4.25e+00      3.28e-02    2.17e-01      6.88e-02    1.97e-01    4.6e-04
 423000      2.42e+00    8.83e-01      7.17e-02    2.08e-02      1.13e-01    4.08e-02    4.6e-04
 424000      1.69e+00    1.33e+00      8.36e-02    3.53e-02      7.72e-02    6.18e-02    4.6e-04
 425000      2.48e+00    5.65e-01      6.22e-02    1.50e-02      1.16e-01    2.62e-02    4.5e-04
 426000      1.72e+00    6.00e+00      3.95e-02    7.88e-02      7.95e-02    2.81e-01    4.5e-04
 427000      4.31e+00    4.04e+00      1.82e-01    3.63e-01      2.00e-01    1.87e-01    4.5e-04
 428000      3.21e+00    3.00e+00      6.43e-02    1.07e-01      1.50e-01    1.39e-01    4.5e-04
 429000      1.20e+00    1.13e+00      3.05e-02    1.69e-02      5.57e-02    5.28e-02    4.5e-04
 430000      1.65e+00    3.21e+00      8.93e-02    3.44e-02      7.62e-02    1.51e-01    4.5e-04
 431000      2.17e+00    1.86e+00      3.13e-02    3.01e-02      1.02e-01    8.72e-02    4.5e-04
 432000      5.57e+00    1.26e+00      1.60e-01    1.93e-02      2.62e-01    5.89e-02    4.5e-04
 433000      1.35e+00    9.19e-01      2.20e-02    1.55e-02      6.32e-02    4.31e-02    4.5e-04
 434000      1.83e+00    3.98e+00      4.83e-02    2.57e-01      8.57e-02    1.86e-01    4.5e-04
 435000      6.29e+00    4.79e+00      1.17e-01    1.16e-01      2.97e-01    2.27e-01    4.5e-04
 436000      6.52e+00    7.77e-01      1.44e-01    2.96e-02      3.08e-01    3.58e-02    4.5e-04
 437000      2.14e+00    6.56e-01      3.97e-02    2.44e-04      1.01e-01    3.11e-02    4.5e-04
 438000      1.19e+00    3.38e+00      1.06e-02    7.88e-02      5.64e-02    1.58e-01    4.5e-04
 439000      3.27e+00    4.17e+00      4.88e-02    1.91e-01      1.55e-01    1.97e-01    4.5e-04
 440000      2.15e+00    6.32e-01      4.08e-02    4.71e-02      1.02e-01    2.68e-02    4.4e-04
 441000      1.38e+00    1.62e+00      1.78e-02    1.11e-01      6.55e-02    7.43e-02    4.4e-04
 442000      3.35e+00    4.46e+00      1.05e-01    7.98e-02      1.58e-01    2.12e-01    4.4e-04
 443000      2.58e+00    2.72e+00      5.74e-02    2.18e-03      1.22e-01    1.29e-01    4.4e-04
 444000      2.88e+00    9.59e-01      7.37e-02    4.97e-02      1.37e-01    4.32e-02    4.4e-04
 445000      2.13e+00    8.57e-01      3.90e-02    2.86e-03      1.02e-01    4.09e-02    4.4e-04
 446000      1.42e+00    3.73e+00      2.84e-02    1.65e-02      6.76e-02    1.78e-01    4.4e-04
 447000      5.88e+00    1.25e+00      2.51e-01    2.29e-02      2.80e-01    5.95e-02    4.4e-04
 448000      2.31e+00    2.45e+00      5.07e-02    1.30e-02      1.10e-01    1.17e-01    4.4e-04
 449000      3.65e+00    4.02e+00      6.96e-03    4.63e-02      1.74e-01    1.92e-01    4.4e-04
 450000      2.40e+00    2.43e+00      2.81e-02    9.40e-02      1.15e-01    1.16e-01    4.3e-04
 451000      1.27e+00    1.06e+00      1.34e-02    5.94e-02      6.08e-02    4.78e-02    4.3e-04
 452000      1.44e+00    2.26e+00      6.43e-02    6.72e-02      6.79e-02    1.06e-01    4.3e-04
 453000      2.94e+00    9.50e+00      3.01e-02    2.75e-01      1.41e-01    4.55e-01    4.3e-04
 454000      2.32e+00    5.60e-01      6.91e-02    2.47e-02      1.10e-01    2.59e-02    4.3e-04
 455000      2.11e+00    9.87e-01      6.86e-02    3.65e-02      9.99e-02    4.63e-02    4.3e-04
 456000      2.33e+00    7.31e+00      5.72e-02    2.96e-01      1.12e-01    3.52e-01    4.3e-04
 457000      3.16e+00    1.10e+00      1.21e-01    1.11e-02      1.52e-01    5.28e-02    4.3e-04
 458000      2.09e+00    7.35e-01      2.04e-02    1.02e-03      1.01e-01    3.54e-02    4.3e-04
 459000      1.84e+00    5.08e-01      7.94e-02    2.71e-03      8.77e-02    2.45e-02    4.3e-04
 460000      1.86e+00    3.49e+00      5.81e-02    2.41e-02      8.95e-02    1.69e-01    4.3e-04
 461000      4.32e+00    6.92e-01      1.32e-01    2.60e-02      2.08e-01    3.26e-02    4.3e-04
 462000      1.48e+00    4.14e+00      2.27e-02    6.56e-02      7.14e-02    2.00e-01    4.3e-04
 463000      1.46e+00    3.78e+00      3.23e-02    8.84e-02      6.98e-02    1.83e-01    4.3e-04
